iterations,costs
433,27734.630998644956
434,27734.630998644956
435,27734.630998644956
436,27732.631466367766
437,27727.63485354386
438,27725.471539825143
439,27713.972789462547
440,27713.972789462547
441,27710.113359850606
442,27688.624060617516
443,27688.08129579217
444,27678.440512205405
445,27678.440512205405
446,27678.440512205405
447,27678.440512205405
448,27678.440512205405
449,27678.440512205405
450,27678.440512205405
451,27677.793078319304
452,27677.793078319304
453,27677.43163496062
454,27677.43163496062
455,27671.955319041073
456,27642.549475171887
457,27642.549475171887
458,27642.549475171887
459,27642.309989907593
460,27606.74609026871
461,27606.74609026871
462,27606.74609026871
463,27606.74609026871
464,27606.74609026871
465,27606.74609026871
466,27603.37850691686
467,27603.37850691686
468,27603.37850691686
469,27600.749644517946
470,27600.749644517946
471,27598.80478689548
472,27598.80478689548
473,27585.45918587696
474,27571.66661845753
475,27571.66661845753
476,27571.66661845753
477,27562.796504524635
478,27551.89105932376
479,27551.258543966735
480,27526.140755104174
481,27526.140755104174
482,27526.140755104174
483,27505.034524787345
484,27476.73570902173
485,27476.73570902173
486,27476.73570902173
487,27468.93332504545
488,27468.809848426223
489,27468.809848426223
490,27468.809848426223
491,27435.418661100965
492,27435.418661100965
493,27435.418661100965
494,27435.418661100965
495,27435.418661100965
496,27435.418661100965
497,27435.418661100965
498,27435.418661100965
499,27435.418661100965
500,27435.418661100965
501,27435.418661100965
502,27435.418661100965
503,27435.418661100965
504,27435.418661100965
505,27435.418661100965
506,27433.695364293228
507,27429.71618530624
508,27429.71618530624
509,27421.004275507265
510,27407.374913708518
511,27407.374913708518
512,27407.374913708518
513,27407.374913708518
514,27407.22928874826
515,27401.510011284554
516,27391.305218258523
517,27382.73371789095
518,27372.544304123767
519,27366.642714758287
520,27346.857010467716
521,27342.55208889679
522,27337.143421788653
523,27335.484363279822
524,27329.06416949985
525,27327.21804932571
526,27326.566808038224
527,27325.408729009534
528,27325.408729009534
529,27315.727771977155
530,27306.222504665413
531,27303.13665726421
532,27266.089113929374
533,27231.40838623498
534,27231.40838623498
535,27211.88063515949
536,27211.38245515921
537,27199.958244327638
538,27199.958244327638
539,27199.958244327638
540,27199.421684252244
541,27198.126325367844
542,27197.637837783637
543,27193.0381131841
544,27192.420666564914
545,27192.420666564914
546,27192.420666564914
547,27192.420666564914
548,27185.97586647601
549,27177.365819382765
550,27176.876588286705
551,27114.60865488655
552,27108.263406065184
553,27096.413148982123
554,27069.600712808595
555,27059.098294846026
556,27056.41374288285
557,27041.539356734873
558,27034.104626271972
559,27017.13618872339
560,27012.707594623276
561,26982.991713520478
562,26959.815584176005
563,26955.503530291713
564,26950.86328237279
565,26949.60992533141
566,26949.60992533141
567,26948.044834936318
568,26948.044834936318
569,26947.59436012338
570,26947.59436012338
571,26947.59436012338
572,26945.207118304603
573,26919.71830492856
574,26919.71830492856
575,26917.75783715552
576,26917.75783715552
577,26917.75783715552
578,26912.24706825958
579,26912.24706825958
580,26912.24706825958
581,26910.103594985343
582,26910.103594985343
583,26909.38940194902
584,26893.55925810766
585,26893.55925810766
586,26893.55925810766
587,26893.55925810766
588,26893.55925810766
589,26893.320276955346
590,26887.21511689864
591,26875.66614945745
592,26875.66614945745
593,26875.66614945745
594,26875.66614945745
595,26870.657666562172
596,26858.0268018892
597,26858.0268018892
598,26858.0268018892
599,26852.986994820436
600,26848.575997951895
601,26848.07060033756
602,26838.474533322984
603,26838.457383361187
604,26838.457383361187
605,26838.457383361187
606,26835.756696725693
607,26835.463058096655
608,26832.71969998157
609,26831.290240908926
610,26831.290240908926
611,26831.290240908926
612,26830.990912935005
613,26830.990912935005
614,26830.990912935005
615,26829.89555035556
616,26823.138968989642
617,26814.82561123046
618,26814.586578007864
619,26814.586578007864
620,26814.586578007864
621,26814.586578007864
622,26814.586578007864
623,26814.586578007864
624,26814.586578007864
625,26814.586578007864
626,26814.586578007864
627,26814.51942225609
628,26804.87288872661
629,26803.13439914368
630,26803.13439914368
631,26802.05331255889
632,26802.05331255889
633,26802.05331255889
634,26802.05331255889
635,26800.794494721136
636,26800.794494721136
637,26799.863735744388
638,26799.863735744388
639,26799.631117032473
640,26772.522889461554
641,26770.405279594077
642,26770.405279594077
643,26770.405279594077
644,26770.405279594077
645,26769.884830302075
646,26769.884830302075
647,26769.095723703176
648,26769.095723703176
649,26769.095723703176
650,26769.095723703176
651,26769.095723703176
652,26769.095723703176
653,26764.30058374671
654,26760.307728979435
655,26753.895229365105
656,26753.895229365105
657,26753.895229365105
658,26753.895229365105
659,26753.895229365105
660,26753.895229365105
661,26753.895229365105
662,26753.895229365105
663,26753.895229365105
664,26752.663175350106
665,26748.02473378533
666,26748.02473378533
667,26748.02473378533
668,26748.02473378533
669,26748.02473378533
670,26748.02473378533
671,26746.291736649688
672,26746.291736649688
673,26746.291736649688
674,26713.385150628957
675,26713.385150628957
676,26713.385150628957
677,26712.764916717984
678,26690.91240381881
679,26690.91240381881
680,26690.91240381881
681,26690.91240381881
682,26683.652457097556
683,26682.823755161568
684,26668.341289668362
685,26668.341289668362
686,26668.341289668362
687,26668.27674071585
688,26668.27674071585
689,26668.27674071585
690,26668.27674071585
691,26668.27674071585
692,26668.27674071585
693,26668.27674071585
694,26667.671328672994
695,26666.990974031924
696,26666.75625821086
697,26659.026735179108
698,26659.026735179108
699,26659.026735179108
700,26659.026735179108
701,26659.026735179108
702,26659.026735179108
703,26658.52097716192
704,26611.61275238092
705,26609.644070027396
706,26598.503522679162
707,26597.955468888824
708,26597.955468888824
709,26591.361356339134
710,26591.361356339134
711,26590.750761225725
712,26590.750761225725
713,26590.750761225725
714,26590.74600020849
715,26590.74600020849
716,26590.729553042336
717,26581.038624366327
718,26576.844151125966
719,26575.251288517215
720,26571.972760073248
721,26556.681769075767
722,26556.681769075767
723,26550.74418522527
724,26547.31148625624
725,26547.31148625624
726,26547.31148625624
727,26546.4130070833
728,26539.6578306768
729,26539.6578306768
730,26539.6578306768
731,26539.354726642177
732,26538.506138703182
733,26538.506138703182
734,26538.506138703182
735,26538.506138703182
736,26538.506138703182
737,26538.506138703182
738,26538.506138703182
739,26538.506138703182
740,26537.619633618764
741,26529.84752894187
742,26529.84752894187
743,26528.018238208508
744,26528.018238208508
745,26528.018238208508
746,26528.018238208508
747,26528.018238208508
748,26528.018238208508
749,26528.018238208508
750,26528.018238208508
751,26528.018238208508
752,26528.018238208508
753,26528.018238208508
754,26528.018238208508
755,26528.018238208508
756,26528.018238208508
757,26520.996621083603
758,26507.0446077043
759,26507.0446077043
760,26506.603929948014
761,26479.755228871665
762,26473.196284838
763,26473.196284838
764,26473.196284838
765,26473.196284838
766,26473.196284838
767,26468.12364851009
768,26431.983772015425
769,26423.600517203584
770,26413.482321456628
771,26413.482321456628
772,26413.482321456628
773,26413.482321456628
774,26413.482321456628
775,26413.482321456628
776,26413.482321456628
777,26409.79187140669
778,26408.685316930776
779,26400.951640281477
780,26400.951640281477
781,26400.951640281477
782,26395.201095319157
783,26372.498214801533
784,26372.498214801533
785,26354.214019071504
786,26354.214019071504
787,26326.82978836698
788,26326.82978836698
789,26324.692888985894
790,26324.692888985894
791,26316.29452938337
792,26316.29452938337
793,26316.29452938337
794,26288.959679986216
795,26276.235580688495
796,26272.775936432223
797,26272.775936432223
798,26272.775936432223
799,26272.775936432223
800,26243.02818063822
801,26236.996397065166
802,26236.996397065166
803,26236.85388059727
804,26236.85388059727
805,26236.85388059727
806,26236.85388059727
807,26231.33949269795
808,26231.33949269795
809,26231.33949269795
810,26225.60613297922
811,26225.42716698731
812,26220.738353646313
813,26220.738353646313
814,26219.69964832157
815,26219.69964832157
816,26219.69964832157
817,26209.614828821428
818,26209.079230184463
819,26204.908280227646
820,26188.948973747672
821,26167.15485044047
822,26160.19972727126
823,26156.058245739587
824,26124.958978701863
825,26124.958978701863
826,26124.958978701863
827,26124.958978701863
828,26124.958978701863
829,26119.095285996
830,26119.095285996
831,26105.294585967666
832,26095.36842364491
833,26089.07774778117
834,26057.079776013576
835,26057.079776013576
836,26050.00697147271
837,26027.56872926112
838,26027.56872926112
839,26016.721787478094
840,25985.11811278152
841,25981.064610286103
842,25981.064610286103
843,25981.064610286103
844,25976.597647275794
845,25975.926556987415
846,25975.926556987415
847,25968.20406802094
848,25968.20406802094
849,25965.399514090263
850,25965.399514090263
851,25964.965357441757
852,25964.11130567409
853,25923.872320328275
854,25919.497611495164
855,25918.70168019316
856,25917.956392145385
857,25917.940848886785
858,25917.940848886785
859,25917.940848886785
860,25917.940848886785
861,25916.636788324387
862,25916.636788324387
863,25908.969778330375
864,25897.38891585836
865,25897.38891585836
866,25895.11292761516
867,25861.770451643864
868,25861.770451643864
869,25861.770451643864
870,25859.833999779843
871,25857.265547531355
872,25849.963822663296
873,25849.963822663296
874,25849.963822663296
875,25849.963822663296
876,25849.963822663296
877,25848.55742063294
878,25830.67335479745
879,25830.024774099315
880,25826.866930675278
881,25814.945884511242
882,25809.00921427742
883,25809.00921427742
884,25809.00921427742
885,25809.00921427742
886,25809.00921427742
887,25805.75585201765
888,25768.261498523545
889,25751.68349309951
890,25736.203624009686
891,25736.203624009686
892,25736.203624009686
893,25731.271607367853
894,25731.271607367853
895,25731.271607367853
896,25728.216817999553
897,25711.460867367503
898,25699.067744615262
899,25695.84812265066
900,25678.722289740468
901,25658.713954589337
902,25658.713954589337
903,25639.235890248972
904,25639.235890248972
905,25639.235890248972
906,25639.235890248972
907,25639.07633720247
908,25628.51594495785
909,25599.788459509884
910,25596.69088522443
911,25571.615969320294
912,25561.360255902568
913,25539.9976529415
914,25537.11359715481
915,25537.11359715481
916,25537.11359715481
917,25537.11359715481
918,25537.11359715481
919,25537.11359715481
920,25537.11359715481
921,25537.11359715481
922,25535.93654044861
923,25517.482329913502
924,25517.482329913502
925,25517.482329913502
926,25516.983252314232
927,25516.983252314232
928,25516.983252314232
929,25516.326470708744
930,25489.784003659774
931,25489.121261959976
932,25488.754069531373
933,25488.754069531373
934,25488.754069531373
935,25488.754069531373
936,25488.754069531373
937,25488.754069531373
938,25488.754069531373
939,25486.815463441268
940,25486.815463441268
941,25486.815463441268
942,25486.815463441268
943,25483.82105588825
944,25483.82105588825
945,25483.82105588825
946,25483.238268658006
947,25478.134594639676
948,25476.082029467856
949,25476.082029467856
950,25475.43776475192
951,25463.549825901748
952,25453.70890129623
953,25453.13274031639
954,25411.71795268486
955,25411.71795268486
956,25411.71795268486
957,25411.71795268486
958,25411.71795268486
959,25411.71795268486
960,25410.54681186576
961,25381.28635863435
962,25381.28635863435
963,25381.28635863435
964,25377.010641453653
965,25375.085018452024
966,25375.085018452024
967,25375.085018452024
968,25375.085018452024
969,25368.380504018936
970,25356.351574163524
971,25356.351574163524
972,25356.351574163524
973,25356.351574163524
974,25352.45657302669
975,25347.133850852475
976,25340.30788494823
977,25331.48038936063
978,25327.08347878418
979,25327.08347878418
980,25327.08347878418
981,25292.384348984593
982,25290.448350350023
983,25290.448350350023
984,25290.448350350023
985,25289.45949596802
986,25282.032446171896
987,25246.402250179442
988,25242.80277232959
989,25232.74149945596
990,25232.74149945596
991,25232.74149945596
992,25197.049448996455
993,25197.049448996455
994,25197.049448996455
995,25197.049448996455
996,25197.049448996455
997,25197.049448996455
998,25197.049448996455
999,25197.049448996455
1000,25197.049448996455
1001,25197.049448996455
1002,25197.049448996455
1003,25195.883503361114
1004,25195.228189268913
1005,25186.775406411554
1006,25168.97756034788
1007,25158.14263476505
1008,25130.256851838894
1009,25123.225515294867
1010,25123.164137484117
1011,25121.438094154837
1012,25121.438094154837
1013,25121.438094154837
1014,25121.438094154837
1015,25121.438094154837
1016,25117.74464764872
1017,25117.74464764872
1018,25116.569290661544
1019,25116.569290661544
1020,25116.569290661544
1021,25116.569290661544
1022,25114.839495822118
1023,25113.41991570571
1024,25107.883894386254
1025,25107.883894386254
1026,25107.883894386254
1027,25107.883894386254
1028,25107.883894386254
1029,25104.3892064226
1030,25104.3892064226
1031,25094.081530975654
1032,25094.081530975654
1033,25094.081530975654
1034,25093.019690751167
1035,25093.019690751167
1036,25092.06377073037
1037,25082.354114780348
1038,25081.338108760265
1039,25077.533422531666
1040,25077.533422531666
1041,25077.533422531666
1042,25077.533422531666
1043,25077.533422531666
1044,25077.533422531666
1045,25077.533422531666
1046,25077.533422531666
1047,25077.533422531666
1048,25077.533422531666
1049,25076.72029150505
1050,25076.56411914993
1051,25076.56411914993
1052,25076.56411914993
1053,25075.49905334221
1054,25075.49905334221
1055,25075.49905334221
1056,25075.49905334221
1057,25075.49905334221
1058,25075.49905334221
1059,25075.49905334221
1060,25075.49905334221
1061,25074.84923759977
1062,25074.649446442338
1063,25049.72184105725
1064,25049.72184105725
1065,25049.72184105725
1066,25049.72184105725
1067,25049.72184105725
1068,25049.301521587255
1069,25049.301521587255
1070,25049.301521587255
1071,25049.301521587255
1072,25049.301521587255
1073,25045.22186453621
1074,25045.22186453621
1075,25045.22186453621
1076,25042.64575012267
1077,25042.64575012267
1078,25042.64575012267
1079,25042.64575012267
1080,25042.64575012267
1081,25038.59607940699
1082,25036.9125901116
1083,25035.659591329073
1084,25035.22702939338
1085,25033.978642525028
1086,25024.404344687086
1087,25024.404344687086
1088,25024.404344687086
1089,25024.404344687086
1090,25023.543930759013
1091,25023.543930759013
1092,25023.543930759013
1093,25023.543930759013
1094,25018.250858926604
1095,25006.97097305227
1096,25006.97097305227
1097,25006.97097305227
1098,25006.97097305227
1099,25006.97097305227
1100,25006.97097305227
1101,25006.97097305227
1102,25006.97097305227
1103,24997.427507348573
1104,24970.697378702276
1105,24969.866701612762
1106,24968.633783474703
1107,24961.8806366345
1108,24961.8806366345
1109,24960.26886588493
1110,24958.149241330473
1111,24955.239204492325
1112,24949.640323557243
1113,24948.98703736921
1114,24946.84645287798
1115,24946.84645287798
1116,24946.13305840602
1117,24946.13305840602
1118,24946.13305840602
1119,24945.075809399605
1120,24942.21731239724
1121,24942.21731239724
1122,24942.21731239724
1123,24942.21731239724
1124,24936.156628513174
1125,24935.547563824523
1126,24921.09655708096
1127,24921.09655708096
1128,24921.09655708096
1129,24919.65134532635
1130,24908.384657422954
1131,24906.480999652034
1132,24898.14838751712
1133,24898.14838751712
1134,24898.14838751712
1135,24898.14838751712
1136,24898.14838751712
1137,24892.499641479975
1138,24883.923844480836
1139,24878.308205754274
1140,24878.308205754274
1141,24878.308205754274
1142,24878.308205754274
1143,24878.308205754274
1144,24878.308205754274
1145,24866.35899295628
1146,24866.35899295628
1147,24866.35899295628
1148,24844.878451793826
1149,24843.979967293337
1150,24843.979967293337
1151,24843.979967293337
1152,24843.979967293337
1153,24843.979967293337
1154,24843.979967293337
1155,24843.979967293337
1156,24835.27684451391
1157,24835.27684451391
1158,24826.956229008094
1159,24826.956229008094
1160,24826.956229008094
1161,24823.13800711247
1162,24818.694491170696
1163,24815.74614396378
1164,24802.49602663978
1165,24802.49602663978
1166,24800.25921611351
1167,24795.708173170664
1168,24791.58604633061
1169,24786.41771365308
1170,24786.41771365308
1171,24785.45571073867
1172,24785.45571073867
1173,24785.45571073867
1174,24773.1740459973
1175,24773.1740459973
1176,24773.1740459973
1177,24767.798228921194
1178,24767.798228921194
1179,24764.126899666775
1180,24760.879663706222
1181,24760.879663706222
1182,24760.879663706222
1183,24760.879663706222
1184,24750.590201897598
1185,24750.590201897598
1186,24750.590201897598
1187,24745.58039260956
1188,24737.565895488224
1189,24737.565895488224
1190,24737.565895488224
1191,24735.88523576908
1192,24733.87265575269
1193,24733.87265575269
1194,24730.089946385968
1195,24727.51902251946
1196,24727.51902251946
1197,24727.51902251946
1198,24727.51902251946
1199,24727.51902251946
1200,24724.319022519463
1201,24724.319022519463
1202,24724.319022519463
1203,24724.319022519463
1204,24724.319022519463
1205,24724.117473797698
1206,24723.963916518005
1207,24723.963916518005
1208,24723.963916518005
1209,24723.963916518005
1210,24723.963916518005
1211,24723.963916518005
1212,24723.963916518005
1213,24723.461560019707
1214,24690.900951330717
1215,24681.90599891396
1216,24681.90599891396
1217,24681.90599891396
1218,24681.90599891396
1219,24680.3780169155
1220,24680.3780169155
1221,24680.3780169155
1222,24654.847403533524
1223,24654.847403533524
1224,24654.847403533524
1225,24652.76296251315
1226,24652.76296251315
1227,24652.76296251315
1228,24649.299695401074
1229,24649.299695401074
1230,24632.971751501995
1231,24624.881832109364
1232,24624.881832109364
1233,24612.418623265043
1234,24612.418623265043
1235,24602.432752277175
1236,24602.432752277175
1237,24602.432752277175
1238,24595.867132700663
1239,24595.867132700663
1240,24594.701820209655
1241,24593.822665399402
1242,24590.43692854791
1243,24590.43692854791
1244,24590.43692854791
1245,24590.43692854791
1246,24587.910343946864
1247,24564.437894422063
1248,24554.39209409332
1249,24554.39209409332
1250,24553.67928300189
1251,24526.49849730492
1252,24526.49849730492
1253,24526.49849730492
1254,24526.49849730492
1255,24526.49849730492
1256,24526.49849730492
1257,24525.36712645503
1258,24524.25662775284
1259,24524.25662775284
1260,24518.681697783733
1261,24512.66627708212
1262,24512.66627708212
1263,24512.66627708212
1264,24512.66627708212
1265,24512.66627708212
1266,24512.000751603504
1267,24512.000751603504
1268,24512.000751603504
1269,24512.000751603504
1270,24512.000751603504
1271,24512.000751603504
1272,24510.693330220973
1273,24510.693330220973
1274,24510.693330220973
1275,24509.609537526194
1276,24505.439065512644
1277,24505.439065512644
1278,24503.965770110277
1279,24502.358333938206
1280,24502.358333938206
1281,24502.358333938206
1282,24502.358333938206
1283,24502.358333938206
1284,24501.91295283044
1285,24501.91295283044
1286,24501.91295283044
1287,24501.91295283044
1288,24501.91295283044
1289,24501.91295283044
1290,24501.821820867397
1291,24501.821820867397
1292,24501.821820867397
1293,24501.821820867397
1294,24501.821820867397
1295,24501.821820867397
1296,24501.821820867397
1297,24501.821820867397
1298,24501.821820867397
1299,24501.821820867397
1300,24501.09775698872
1301,24501.09775698872
1302,24501.09775698872
1303,24501.09775698872
1304,24501.09775698872
1305,24501.09775698872
1306,24501.09775698872
1307,24501.09775698872
1308,24501.09775698872
1309,24501.09775698872
1310,24501.09775698872
1311,24500.141490283037
1312,24495.116096532456
1313,24495.116096532456
1314,24495.116096532456
1315,24495.116096532456
1316,24495.116096532456
1317,24495.116096532456
1318,24495.116096532456
1319,24495.116096532456
1320,24495.116096532456
1321,24495.116096532456
1322,24495.116096532456
1323,24495.116096532456
1324,24495.116096532456
1325,24484.453567292032
1326,24484.453567292032
1327,24484.08468294746
1328,24484.08468294746
1329,24484.08468294746
1330,24473.784287236427
1331,24473.784287236427
1332,24473.784287236427
1333,24469.136810199896
1334,24469.136810199896
1335,24469.136810199896
1336,24469.136810199896
1337,24469.136810199896
1338,24469.136810199896
1339,24469.136810199896
1340,24469.136810199896
1341,24469.136810199896
1342,24469.136810199896
1343,24469.136810199896
1344,24466.072178781244
1345,24448.483942988656
1346,24448.483942988656
1347,24448.483942988656
1348,24448.483942988656
1349,24448.483942988656
1350,24448.483942988656
1351,24448.483942988656
1352,24448.483942988656
1353,24448.483942988656
1354,24448.483942988656
1355,24448.483942988656
1356,24448.483942988656
1357,24448.483942988656
1358,24448.483942988656
1359,24448.483942988656
1360,24448.483942988656
