iterations,costs
31630,7042.8579301055015
31631,7042.8579301055015
31632,7042.8579301055015
31633,7042.8579301055015
31634,7042.8579301055015
31635,7042.8579301055015
31636,7042.8579301055015
31637,7042.8579301055015
31638,7038.806814811565
31639,7038.806814811565
31640,7038.806814811565
31641,7038.806814811565
31642,7038.806814811565
31643,7038.806814811565
31644,7037.353611161583
31645,7037.353611161583
31646,7036.897789874102
31647,7036.897789874102
31648,7036.897789874102
31649,7036.897789874102
31650,7036.897789874102
31651,7036.897789874102
31652,7036.897789874102
31653,7036.897789874102
31654,7036.897789874102
31655,7036.897789874102
31656,7036.897789874102
31657,7036.897789874102
31658,7033.889157238412
31659,7033.889157238412
31660,7033.889157238412
31661,7033.889157238412
31662,7032.687349786909
31663,7032.687349786909
31664,7032.448874156813
31665,7032.448874156813
31666,7032.448874156813
31667,7031.365592583813
31668,7031.365592583813
31669,7031.365592583813
31670,7031.365592583813
31671,7031.365592583813
31672,7031.365592583813
31673,7029.32502855213
31674,7029.32502855213
31675,7029.32502855213
31676,7026.6211513288
31677,7026.6211513288
31678,7026.6211513288
31679,7026.6211513288
31680,7026.6211513288
31681,7026.6211513288
31682,7026.6211513288
31683,7026.6211513288
31684,7026.6211513288
31685,7026.6211513288
31686,7026.6211513288
31687,7024.597008880994
31688,7024.597008880994
31689,7024.597008880994
31690,7024.597008880994
31691,7024.597008880994
31692,7024.597008880994
31693,7024.597008880994
31694,7024.597008880994
31695,7024.597008880994
31696,7022.574463704984
31697,7022.574463704984
31698,7022.574463704984
31699,7022.574463704984
31700,7022.574463704984
31701,7022.574463704984
31702,7022.574463704984
31703,7022.574463704984
31704,7022.574463704984
31705,7022.574463704984
31706,7022.574463704984
31707,7022.574463704984
31708,7022.574463704984
31709,7022.574463704984
31710,7022.574463704984
31711,7022.574463704984
31712,7022.533399504762
31713,7019.407718285454
31714,7019.407718285454
31715,7018.775735379667
31716,7018.775735379667
31717,7013.707202539308
31718,7013.707202539308
31719,7010.714293077098
31720,7009.894574808223
31721,7006.972377581342
31722,7006.972377581342
31723,7004.572377581341
31724,7003.6706594181815
31725,7000.446753441177
31726,7000.446753441177
31727,7000.446753441177
31728,6999.735837113108
31729,6997.532362776839
31730,6997.532362776839
31731,6997.532362776839
31732,6997.532362776839
31733,6997.532362776839
31734,6997.532362776839
31735,6997.532362776839
31736,6997.532362776839
31737,6997.532362776839
31738,6997.532362776839
31739,6997.532362776839
31740,6997.532362776839
31741,6997.532362776839
31742,6997.532362776839
31743,6997.532362776839
31744,6997.532362776839
31745,6997.532362776839
31746,6997.532362776839
31747,6997.532362776839
31748,6997.532362776839
31749,6997.532362776839
31750,6997.532362776839
31751,6997.532362776839
31752,6997.532362776839
31753,6997.532362776839
31754,6997.532362776839
31755,6997.532362776839
31756,6997.532362776839
31757,6997.532362776839
31758,6997.532362776839
31759,6997.532362776839
31760,6997.532362776839
31761,6997.532362776839
31762,6997.532362776839
31763,6997.532362776839
31764,6997.532362776839
31765,6989.243870920996
31766,6989.243870920996
31767,6989.243870920996
31768,6989.243870920996
31769,6989.243870920996
31770,6989.243870920996
31771,6989.243870920996
31772,6989.243870920996
31773,6989.243870920996
31774,6989.243870920996
31775,6989.243870920996
31776,6989.243870920996
31777,6989.243870920996
31778,6989.243870920996
31779,6989.243870920996
31780,6989.243870920996
31781,6989.243870920996
31782,6989.243870920996
31783,6989.243870920996
31784,6988.82116588225
31785,6988.82116588225
31786,6988.82116588225
31787,6988.82116588225
31788,6988.82116588225
31789,6988.82116588225
31790,6988.82116588225
31791,6988.82116588225
31792,6988.82116588225
31793,6987.3842222233525
31794,6987.1102748998865
31795,6987.1102748998865
31796,6987.1102748998865
31797,6983.8780758256635
31798,6980.494543827859
31799,6980.494543827859
31800,6980.494543827859
31801,6980.494543827859
31802,6980.494543827859
31803,6980.494543827859
31804,6980.494543827859
31805,6980.494543827859
31806,6980.494543827859
31807,6980.494543827859
31808,6980.494543827859
31809,6980.494543827859
31810,6980.494543827859
31811,6980.494543827859
31812,6980.494543827859
31813,6977.326386887567
31814,6977.326386887567
31815,6976.18668731375
31816,6976.18668731375
31817,6969.631833405801
31818,6967.840684192923
31819,6967.840684192923
31820,6967.840684192923
31821,6967.840684192923
31822,6967.840684192923
31823,6967.840684192923
31824,6967.840684192923
31825,6967.3416357440365
31826,6967.3416357440365
31827,6967.3416357440365
31828,6967.3416357440365
31829,6967.3416357440365
31830,6967.3416357440365
31831,6967.3416357440365
31832,6967.3416357440365
31833,6967.3416357440365
31834,6966.310913247015
31835,6960.268961560068
31836,6960.268961560068
31837,6959.334049588388
31838,6959.334049588388
31839,6959.334049588388
31840,6959.334049588388
31841,6959.334049588388
31842,6959.334049588388
31843,6959.334049588388
31844,6959.334049588388
31845,6959.334049588388
31846,6959.334049588388
31847,6959.334049588388
31848,6959.334049588388
31849,6959.334049588388
31850,6959.334049588388
31851,6959.334049588388
31852,6959.334049588388
31853,6959.334049588388
31854,6957.216214781089
31855,6957.216214781089
31856,6957.216214781089
31857,6957.216214781089
31858,6957.216214781089
31859,6957.216214781089
31860,6957.216214781089
31861,6957.216214781089
31862,6955.727007277327
31863,6955.41887543162
31864,6955.41887543162
31865,6955.41887543162
31866,6955.41887543162
31867,6955.41887543162
31868,6955.41887543162
31869,6955.41887543162
31870,6955.41887543162
31871,6955.41887543162
31872,6955.41887543162
31873,6955.41887543162
31874,6955.41887543162
31875,6955.41887543162
31876,6955.41887543162
31877,6955.41887543162
31878,6955.41887543162
31879,6955.41887543162
31880,6955.41887543162
31881,6955.41887543162
31882,6955.41887543162
31883,6955.41887543162
31884,6955.41887543162
31885,6955.41887543162
31886,6955.41887543162
31887,6955.41887543162
31888,6955.41887543162
31889,6955.41887543162
31890,6955.41887543162
31891,6955.41887543162
31892,6955.41887543162
31893,6955.41887543162
31894,6955.41887543162
31895,6955.41887543162
31896,6955.41887543162
31897,6955.41887543162
31898,6955.41887543162
31899,6955.41887543162
31900,6955.41887543162
31901,6955.41887543162
31902,6955.41887543162
31903,6955.41887543162
31904,6955.41887543162
31905,6955.41887543162
31906,6955.41887543162
31907,6955.41887543162
31908,6955.41887543162
31909,6955.41887543162
31910,6955.41887543162
31911,6955.41887543162
31912,6955.41887543162
31913,6955.41887543162
31914,6955.41887543162
31915,6955.41887543162
31916,6955.41887543162
31917,6955.41887543162
31918,6955.41887543162
31919,6955.41887543162
31920,6955.41887543162
31921,6955.41887543162
31922,6955.41887543162
31923,6955.41887543162
31924,6955.41887543162
31925,6955.41887543162
31926,6955.41887543162
31927,6955.41887543162
31928,6955.41887543162
31929,6955.41887543162
31930,6955.41887543162
31931,6955.41887543162
31932,6955.41887543162
31933,6955.41887543162
31934,6955.41887543162
31935,6955.128546960945
31936,6953.945580029249
31937,6953.945580029249
31938,6953.945580029249
31939,6953.945580029249
31940,6953.945580029249
31941,6953.945580029249
31942,6953.945580029249
31943,6953.945580029249
31944,6953.945580029249
31945,6953.945580029249
31946,6953.945580029249
31947,6953.945580029249
31948,6953.945580029249
31949,6947.0251280524735
31950,6945.27539723729
31951,6945.27539723729
31952,6945.27539723729
31953,6945.27539723729
31954,6945.27539723729
31955,6945.27539723729
31956,6944.806768087188
31957,6944.806768087188
31958,6944.806768087188
31959,6944.806768087188
31960,6944.806768087188
31961,6944.806768087188
31962,6944.806768087188
31963,6944.806768087188
31964,6944.806768087188
31965,6944.806768087188
31966,6944.806768087188
31967,6944.806768087188
31968,6944.806768087188
31969,6944.806768087188
31970,6944.806768087188
31971,6944.806768087188
31972,6944.806768087188
31973,6944.806768087188
31974,6944.806768087188
31975,6944.806768087188
31976,6944.806768087188
31977,6944.806768087188
31978,6944.806768087188
31979,6944.806768087188
31980,6944.806768087188
31981,6944.806768087188
31982,6944.806768087188
31983,6944.806768087188
31984,6944.806768087188
31985,6944.806768087188
31986,6944.806768087188
31987,6944.806768087188
31988,6944.806768087188
31989,6944.806768087188
31990,6944.806768087188
31991,6944.806768087188
31992,6944.806768087188
31993,6944.806768087188
31994,6944.806768087188
31995,6944.806768087188
31996,6944.806768087188
31997,6944.806768087188
31998,6944.806768087188
31999,6944.806768087188
32000,6944.806768087188
32001,6943.251305790404
32002,6943.184966602424
32003,6943.184966602424
32004,6943.184966602424
32005,6943.184966602424
32006,6943.184966602424
32007,6943.184966602424
32008,6942.512869127881
32009,6942.512869127881
32010,6942.512869127881
32011,6942.512869127881
32012,6942.512869127881
32013,6942.512869127881
32014,6942.512869127881
32015,6942.512869127881
32016,6942.512869127881
32017,6942.512869127881
32018,6942.512869127881
32019,6942.512869127881
32020,6942.512869127881
32021,6942.512869127881
32022,6942.512869127881
32023,6942.512869127881
32024,6942.512869127881
32025,6942.512869127881
32026,6942.512869127881
32027,6942.512869127881
32028,6942.512869127881
32029,6942.512869127881
32030,6942.512869127881
32031,6942.512869127881
32032,6942.512869127881
32033,6936.8336535170065
32034,6936.8336535170065
32035,6936.8336535170065
32036,6936.8336535170065
32037,6936.8336535170065
32038,6936.8336535170065
32039,6936.8336535170065
32040,6936.8336535170065
32041,6936.8336535170065
32042,6936.8336535170065
32043,6936.8336535170065
32044,6936.8336535170065
32045,6936.8336535170065
32046,6936.8336535170065
32047,6936.8336535170065
32048,6936.8336535170065
32049,6936.8336535170065
32050,6936.8336535170065
32051,6936.8336535170065
32052,6936.8336535170065
32053,6936.8336535170065
32054,6936.8336535170065
32055,6936.8336535170065
32056,6936.8336535170065
32057,6936.8336535170065
32058,6936.8336535170065
32059,6936.8336535170065
32060,6936.8336535170065
32061,6936.8336535170065
32062,6936.8336535170065
32063,6935.111061648738
32064,6934.417387311204
32065,6932.249557708079
32066,6929.986816008282
32067,6929.986816008282
32068,6928.609701345185
32069,6928.609701345185
32070,6921.6753146903775
32071,6921.6753146903775
32072,6917.879807257394
32073,6917.096272502102
32074,6917.096272502102
32075,6915.496272502101
32076,6915.496272502101
32077,6915.496272502101
32078,6915.496272502101
32079,6915.496272502101
32080,6915.496272502101
32081,6915.496272502101
32082,6905.662102778796
32083,6905.662102778796
32084,6905.662102778796
32085,6905.662102778796
32086,6905.662102778796
32087,6905.107035572578
32088,6905.107035572578
32089,6905.107035572578
32090,6905.107035572578
32091,6905.107035572578
32092,6905.107035572578
32093,6904.024147124876
32094,6901.350959957956
32095,6901.350959957956
32096,6901.350959957956
32097,6901.350959957956
32098,6901.350959957956
32099,6901.350959957956
32100,6901.350959957956
32101,6901.350959957956
32102,6901.350959957956
32103,6901.350959957956
32104,6901.350959957956
32105,6901.350959957956
32106,6901.350959957956
32107,6901.350959957956
32108,6901.350959957956
32109,6901.350959957956
32110,6901.350959957956
32111,6901.350959957956
32112,6901.350959957956
32113,6901.350959957956
32114,6901.350959957956
32115,6901.350959957956
32116,6901.350959957956
32117,6901.350959957956
32118,6901.350959957956
32119,6901.350959957956
32120,6901.350959957956
32121,6901.350959957956
32122,6901.350959957956
32123,6901.350959957956
32124,6901.350959957956
32125,6901.350959957956
32126,6901.350959957956
32127,6901.350959957956
32128,6901.350959957956
32129,6901.32712774832
32130,6885.832915186214
32131,6885.832915186214
32132,6885.832915186214
32133,6885.832915186214
32134,6885.832915186214
32135,6885.687558262563
32136,6885.687558262563
32137,6883.7093442215355
32138,6865.1623485212895
32139,6865.010597202165
32140,6865.010597202165
32141,6864.627742721968
32142,6864.627742721968
32143,6863.857248381033
32144,6863.857248381033
32145,6859.9078162876585
32146,6859.706267565894
32147,6858.633928969862
32148,6858.1353972589595
32149,6852.619914965331
32150,6852.619914965331
32151,6850.260657550032
32152,6850.260657550032
32153,6850.260657550032
32154,6850.260657550032
32155,6850.260657550032
32156,6849.992362004584
32157,6849.992362004584
32158,6849.992362004584
32159,6847.105901168133
32160,6847.105901168133
32161,6845.700013717828
32162,6844.835723296268
32163,6844.835723296268
32164,6844.835723296268
32165,6844.835723296268
32166,6844.835723296268
32167,6844.835723296268
32168,6844.835723296268
32169,6844.835723296268
32170,6844.835723296268
32171,6844.835723296268
32172,6844.835723296268
32173,6844.835723296268
32174,6844.835723296268
32175,6844.835723296268
32176,6844.1779429497565
32177,6844.1779429497565
32178,6844.1779429497565
32179,6844.1779429497565
32180,6844.1779429497565
32181,6844.1779429497565
32182,6844.1779429497565
32183,6844.1779429497565
32184,6844.1779429497565
32185,6844.1779429497565
32186,6844.1779429497565
32187,6844.1779429497565
32188,6844.1779429497565
32189,6841.648120821623
32190,6841.648120821623
32191,6841.648120821623
32192,6838.5485373951615
32193,6837.733923452719
32194,6837.733923452719
32195,6837.733923452719
32196,6837.733923452719
32197,6837.733923452719
32198,6837.733923452719
32199,6837.733923452719
32200,6837.733923452719
32201,6837.733923452719
32202,6837.733923452719
32203,6837.733923452719
32204,6837.733923452719
32205,6837.733923452719
32206,6837.733923452719
32207,6837.733923452719
32208,6837.733923452719
32209,6837.733923452719
32210,6837.733923452719
32211,6837.733923452719
32212,6837.733923452719
32213,6837.733923452719
32214,6837.733923452719
32215,6836.373006349328
32216,6836.373006349328
32217,6836.373006349328
32218,6836.373006349328
32219,6836.373006349328
32220,6836.373006349328
32221,6836.373006349328
32222,6836.373006349328
32223,6836.373006349328
32224,6836.373006349328
32225,6836.373006349328
32226,6836.373006349328
32227,6836.373006349328
32228,6836.373006349328
32229,6836.373006349328
32230,6836.373006349328
32231,6836.373006349328
32232,6836.373006349328
32233,6836.373006349328
32234,6836.373006349328
32235,6836.373006349328
32236,6836.373006349328
32237,6836.373006349328
32238,6836.373006349328
32239,6836.373006349328
32240,6836.373006349328
32241,6836.373006349328
32242,6836.373006349328
32243,6836.373006349328
32244,6836.373006349328
32245,6836.373006349328
32246,6835.515047277093
32247,6835.515047277093
32248,6835.515047277093
32249,6835.515047277093
32250,6835.515047277093
32251,6833.282745037936
32252,6833.282745037936
32253,6832.620003338139
32254,6827.455572501717
32255,6827.455572501717
32256,6827.455572501717
32257,6827.455572501717
32258,6827.455572501717
32259,6827.455572501717
32260,6827.455572501717
32261,6827.455572501717
32262,6827.455572501717
32263,6827.455572501717
32264,6827.455572501717
32265,6827.455572501717
32266,6827.455572501717
32267,6827.455572501717
32268,6827.455572501717
32269,6827.455572501717
32270,6827.455572501717
32271,6827.455572501717
32272,6827.455572501717
32273,6827.455572501717
32274,6827.455572501717
32275,6827.455572501717
32276,6827.455572501717
32277,6827.455572501717
32278,6827.455572501717
32279,6827.455572501717
32280,6827.455572501717
32281,6827.455572501717
32282,6827.455572501717
32283,6827.455572501717
32284,6827.455572501717
32285,6827.455572501717
32286,6827.455572501717
32287,6827.455572501717
32288,6822.643413856099
32289,6820.813007335249
32290,6820.813007335249
32291,6818.898655159052
32292,6818.898655159052
32293,6818.898655159052
32294,6818.898655159052
32295,6818.898655159052
32296,6818.898655159052
32297,6818.898655159052
32298,6818.898655159052
32299,6818.898655159052
32300,6818.898655159052
32301,6818.898655159052
32302,6818.898655159052
32303,6818.764830822185
32304,6818.764830822185
32305,6818.764830822185
32306,6818.764830822185
32307,6815.369381434377
32308,6815.369381434377
32309,6815.369381434377
32310,6815.369381434377
32311,6815.369381434377
32312,6815.369381434377
32313,6815.369381434377
32314,6815.369381434377
32315,6813.286366163326
32316,6806.095010491532
32317,6806.095010491532
32318,6806.095010491532
32319,6806.095010491532
32320,6804.628897076689
32321,6800.428922202789
32322,6796.230517988651
32323,6796.230517988651
32324,6792.890856391971
32325,6792.890856391971
32326,6780.9291123692
32327,6780.9291123692
32328,6780.9291123692
32329,6780.9291123692
32330,6780.9291123692
32331,6780.9291123692
32332,6778.6610197572445
32333,6769.706908091101
32334,6769.706908091101
32335,6769.706908091101
32336,6769.706908091101
32337,6769.706908091101
32338,6769.706908091101
32339,6769.463888494249
32340,6769.463888494249
32341,6767.7170476646625
32342,6767.7170476646625
32343,6767.7170476646625
32344,6767.7170476646625
32345,6767.7170476646625
32346,6767.7170476646625
32347,6765.185994570829
32348,6760.215274613627
32349,6760.215274613627
32350,6760.215274613627
32351,6760.215274613627
32352,6760.215274613627
32353,6760.215274613627
32354,6760.156367416066
32355,6760.156367416066
32356,6760.156367416066
32357,6758.840812826978
32358,6753.248004618008
32359,6753.248004618008
32360,6753.084948276906
32361,6753.084948276906
32362,6753.084948276906
32363,6752.320769855617
32364,6752.320769855617
32365,6746.311985106693
32366,6745.70955967097
32367,6743.363100525379
32368,6743.363100525379
32369,6743.363100525379
32370,6742.552546822805
32371,6740.0956925733135
32372,6738.402466240514
32373,6737.294343432953
32374,6736.667385944684
32375,6736.667385944684
32376,6736.667385944684
32377,6736.667385944684
32378,6736.0618937311665
32379,6736.0618937311665
32380,6736.0618937311665
32381,6736.0618937311665
32382,6736.0618937311665
32383,6736.0618937311665
32384,6736.0618937311665
32385,6736.0618937311665
32386,6736.0618937311665
32387,6736.0618937311665
32388,6736.0618937311665
32389,6736.0618937311665
32390,6736.0618937311665
32391,6736.0618937311665
32392,6736.0618937311665
32393,6736.0618937311665
32394,6736.0618937311665
32395,6736.0618937311665
32396,6736.0618937311665
32397,6736.0618937311665
32398,6736.0618937311665
32399,6729.228608260064
32400,6723.4793011340935
32401,6721.779005582107
32402,6721.779005582107
32403,6721.779005582107
32404,6721.779005582107
32405,6721.779005582107
32406,6721.779005582107
32407,6721.779005582107
32408,6721.779005582107
32409,6721.779005582107
32410,6721.779005582107
32411,6721.779005582107
32412,6719.452335089142
32413,6719.452335089142
32414,6719.452335089142
32415,6719.420687381248
32416,6719.420687381248
32417,6719.420687381248
32418,6717.724951924817
32419,6717.724951924817
32420,6717.724951924817
32421,6717.724951924817
32422,6717.724951924817
32423,6717.724951924817
32424,6717.724951924817
32425,6717.724951924817
32426,6717.724951924817
32427,6717.724951924817
32428,6717.724951924817
32429,6717.724951924817
32430,6717.724951924817
32431,6717.724951924817
32432,6717.724951924817
32433,6717.724951924817
32434,6717.6235826196735
32435,6717.183974814236
32436,6717.183974814236
32437,6716.891773213257
32438,6716.891773213257
32439,6716.891773213257
32440,6716.891773213257
32441,6716.891773213257
32442,6716.891773213257
32443,6716.891773213257
32444,6716.891773213257
32445,6716.891773213257
32446,6716.891773213257
32447,6716.891773213257
32448,6716.891773213257
32449,6716.891773213257
32450,6716.891773213257
32451,6716.891773213257
32452,6715.677419383859
32453,6715.677419383859
32454,6715.677419383859
32455,6714.362452319658
32456,6706.813347678442
32457,6706.813347678442
32458,6706.813347678442
32459,6706.813347678442
32460,6706.813347678442
32461,6706.813347678442
32462,6706.813347678442
32463,6706.813347678442
32464,6706.813347678442
32465,6706.813347678442
32466,6706.813347678442
32467,6706.150605978646
32468,6706.150605978646
32469,6706.150605978646
32470,6706.150605978646
32471,6706.150605978646
32472,6706.150605978646
32473,6706.150605978646
32474,6706.150605978646
32475,6705.960686262949
32476,6705.960686262949
32477,6705.960686262949
32478,6705.960686262949
32479,6705.077437947088
32480,6705.077437947088
32481,6705.077437947088
32482,6705.077437947088
32483,6705.077437947088
32484,6705.077437947088
32485,6703.117671404412
32486,6703.117671404412
32487,6703.117671404412
32488,6703.117671404412
32489,6703.117671404412
32490,6703.117671404412
32491,6703.117671404412
32492,6703.117671404412
32493,6703.117671404412
32494,6703.117671404412
32495,6703.117671404412
32496,6703.117671404412
32497,6703.117671404412
32498,6703.117671404412
32499,6703.117671404412
32500,6703.117671404412
32501,6703.117671404412
32502,6703.117671404412
32503,6702.628759129007
32504,6702.628759129007
32505,6702.628759129007
32506,6702.628759129007
32507,6702.628759129007
32508,6702.628759129007
32509,6693.586814447197
32510,6692.779636676823
32511,6692.779636676823
32512,6692.779636676823
32513,6692.779636676823
32514,6692.779636676823
32515,6692.779636676823
32516,6692.779636676823
32517,6692.779636676823
32518,6692.779636676823
32519,6692.779636676823
32520,6692.779636676823
32521,6692.779636676823
32522,6692.61118442833
32523,6692.61118442833
32524,6692.61118442833
32525,6692.61118442833
32526,6692.61118442833
32527,6692.61118442833
32528,6692.61118442833
32529,6691.177523955421
32530,6686.2102335565305
32531,6686.2102335565305
32532,6686.2102335565305
32533,6686.2102335565305
32534,6686.2102335565305
32535,6685.907368916666
32536,6681.3408057706665
32537,6681.3408057706665
32538,6681.3408057706665
32539,6681.3408057706665
32540,6680.542585492961
32541,6680.542585492961
32542,6680.542585492961
32543,6680.542585492961
32544,6679.612763364827
32545,6678.6755050646225
32546,6678.6755050646225
32547,6678.6755050646225
32548,6678.6755050646225
32549,6678.6755050646225
32550,6678.6755050646225
32551,6678.6755050646225
32552,6677.105264604588
32553,6671.077600174101
32554,6669.03036731842
32555,6669.03036731842
32556,6664.440534015393
32557,6661.176043243469
32558,6661.176043243469
32559,6659.898406821887
32560,6659.898406821887
32561,6659.898406821887
32562,6659.898406821887
32563,6659.898406821887
32564,6659.898406821887
32565,6659.898406821887
32566,6659.898406821887
32567,6659.898406821887
32568,6659.764762604417
32569,6659.764762604417
32570,6659.764762604417
32571,6659.764762604417
32572,6659.764762604417
32573,6658.220393704161
32574,6654.441239730234
32575,6654.441239730234
32576,6654.441239730234
32577,6654.441239730234
32578,6654.441239730234
32579,6654.441239730234
32580,6654.441239730234
32581,6654.441239730234
32582,6654.441239730234
32583,6654.441239730234
32584,6654.441239730234
32585,6654.441239730234
32586,6654.441239730234
32587,6654.441239730234
32588,6654.441239730234
32589,6654.441239730234
32590,6654.441239730234
32591,6654.441239730234
32592,6654.441239730234
32593,6654.441239730234
32594,6653.830094112234
32595,6653.830094112234
32596,6653.830094112234
32597,6653.830094112234
32598,6653.289661542653
32599,6653.289661542653
32600,6653.289661542653
32601,6648.707196576654
32602,6648.707196576654
32603,6648.707196576654
32604,6648.707196576654
32605,6648.707196576654
32606,6648.707196576654
32607,6648.707196576654
32608,6648.707196576654
32609,6648.707196576654
32610,6648.707196576654
32611,6648.707196576654
32612,6648.707196576654
32613,6648.707196576654
32614,6648.707196576654
32615,6648.707196576654
32616,6648.707196576654
32617,6648.707196576654
32618,6644.843257164425
32619,6644.843257164425
32620,6643.711886314527
32621,6643.711886314527
32622,6643.711886314527
32623,6643.711886314527
32624,6641.871685048298
32625,6641.871685048298
32626,6637.092500173798
32627,6637.092500173798
32628,6636.5852731262985
32629,6634.39157889421
32630,6634.39157889421
32631,6632.899969404306
32632,6632.899969404306
32633,6630.868430206264
32634,6630.868430206264
32635,6630.868430206264
32636,6629.982460202396
32637,6624.0518959691235
32638,6624.0518959691235
32639,6623.5447667698
32640,6619.557698976221
32641,6619.557698976221
32642,6619.557698976221
32643,6614.3670580058
32644,6614.3670580058
32645,6614.3670580058
32646,6614.3670580058
32647,6612.515989798094
32648,6612.515989798094
32649,6612.515989798094
32650,6608.351432083045
32651,6605.779357371714
32652,6602.826709848783
32653,6602.826709848783
32654,6602.826709848783
32655,6602.826709848783
32656,6602.163968148986
32657,6602.163968148986
32658,6602.163968148986
32659,6602.163968148986
32660,6602.163968148986
32661,6602.163968148986
32662,6602.163968148986
32663,6602.163968148986
32664,6602.163968148986
32665,6602.163968148986
32666,6602.163968148986
32667,6602.163968148986
32668,6601.643630650142
32669,6599.541383175643
32670,6599.541383175643
32671,6599.541383175643
32672,6599.541383175643
32673,6599.541383175643
32674,6599.541383175643
32675,6599.541383175643
32676,6599.541383175643
32677,6598.869197217076
32678,6598.5016371182355
32679,6598.5016371182355
32680,6597.272318249986
32681,6597.272318249986
32682,6593.194336506208
32683,6592.583190888207
32684,6592.583190888207
32685,6592.583190888207
32686,6592.583190888207
32687,6592.583190888207
32688,6592.583190888207
32689,6592.583190888207
32690,6592.583190888207
32691,6592.583190888207
32692,6591.531843081919
32693,6591.531843081919
32694,6591.531843081919
32695,6591.531843081919
32696,6591.531843081919
32697,6591.531843081919
32698,6591.531843081919
32699,6591.531843081919
32700,6591.531843081919
32701,6591.531843081919
32702,6591.531843081919
32703,6591.531843081919
32704,6591.531843081919
32705,6591.531843081919
32706,6591.531843081919
32707,6591.531843081919
32708,6591.531843081919
32709,6591.531843081919
32710,6591.531843081919
32711,6590.410487332876
32712,6586.253198830961
32713,6586.253198830961
32714,6586.253198830961
32715,6586.253198830961
32716,6586.253198830961
32717,6586.253198830961
32718,6586.253198830961
32719,6586.253198830961
32720,6586.253198830961
32721,6586.253198830961
32722,6586.253198830961
32723,6586.253198830961
32724,6586.253198830961
32725,6586.253198830961
32726,6584.748521563338
32727,6581.3092232637355
32728,6580.904700967278
32729,6576.740956345832
32730,6576.678133795811
32731,6571.634283333517
32732,6571.634283333517
32733,6568.618464303734
32734,6568.618464303734
32735,6568.618464303734
32736,6568.618464303734
32737,6568.618464303734
32738,6568.618464303734
32739,6568.618464303734
32740,6568.618464303734
32741,6568.618464303734
32742,6567.092408965043
32743,6567.092408965043
32744,6567.092408965043
32745,6565.868362286941
32746,6565.543826615634
32747,6562.599954576722
32748,6562.599954576722
32749,6562.599954576722
32750,6562.599954576722
32751,6562.599954576722
32752,6562.599954576722
32753,6562.599954576722
32754,6562.599954576722
32755,6562.599954576722
32756,6562.599954576722
32757,6562.599954576722
32758,6562.599954576722
32759,6562.599954576722
32760,6562.599954576722
32761,6562.599954576722
32762,6562.599954576722
32763,6562.599954576722
32764,6562.599954576722
32765,6562.599954576722
32766,6562.599954576722
32767,6562.599954576722
32768,6562.599954576722
32769,6562.599954576722
32770,6562.599954576722
32771,6562.599954576722
32772,6562.599954576722
32773,6562.599954576722
32774,6562.599954576722
32775,6562.599954576722
32776,6562.599954576722
32777,6562.599954576722
32778,6562.599954576722
32779,6562.599954576722
32780,6562.599954576722
32781,6562.599954576722
32782,6562.599954576722
32783,6562.599954576722
32784,6562.599954576722
32785,6562.599954576722
32786,6562.599954576722
32787,6561.7650821801235
32788,6556.99014412227
32789,6556.99014412227
32790,6556.99014412227
32791,6556.99014412227
32792,6555.293661723837
32793,6555.293661723837
32794,6554.171598138762
32795,6554.171598138762
32796,6554.171598138762
32797,6550.438452349784
32798,6548.653896333698
32799,6548.653896333698
32800,6548.653896333698
32801,6548.653896333698
32802,6548.653896333698
32803,6548.653896333698
32804,6548.653896333698
32805,6548.653896333698
32806,6548.653896333698
32807,6548.653896333698
32808,6548.653896333698
32809,6548.653896333698
32810,6548.653896333698
32811,6548.653896333698
32812,6548.653896333698
32813,6547.642781248867
32814,6547.642781248867
32815,6547.642781248867
32816,6547.642781248867
32817,6547.642781248867
32818,6547.642781248867
32819,6547.642781248867
32820,6547.642781248867
32821,6547.642781248867
32822,6547.642781248867
32823,6547.642781248867
32824,6547.642781248867
32825,6547.642781248867
32826,6547.642781248867
32827,6547.642781248867
32828,6547.642781248867
32829,6547.642781248867
32830,6547.642781248867
32831,6547.642781248867
32832,6547.642781248867
32833,6547.642781248867
32834,6542.633618212846
32835,6540.223759991762
32836,6530.93351486577
32837,6530.93351486577
32838,6530.93351486577
32839,6525.998269722033
32840,6525.773068764332
32841,6525.773068764332
32842,6525.773068764332
32843,6525.773068764332
32844,6525.139203111178
32845,6520.109579074689
32846,6520.109579074689
32847,6519.789165528248
32848,6519.789165528248
32849,6519.789165528248
32850,6519.789165528248
32851,6519.789165528248
32852,6519.789165528248
32853,6519.789165528248
32854,6519.789165528248
32855,6519.789165528248
32856,6519.789165528248
32857,6519.789165528248
32858,6519.789165528248
32859,6519.789165528248
32860,6519.789165528248
32861,6519.789165528248
32862,6519.789165528248
32863,6519.789165528248
32864,6519.789165528248
32865,6519.789165528248
32866,6519.789165528248
32867,6519.789165528248
32868,6519.789165528248
32869,6519.789165528248
32870,6519.789165528248
32871,6519.789165528248
32872,6519.789165528248
32873,6519.789165528248
32874,6517.578019910247
32875,6516.277594805118
32876,6516.277594805118
32877,6516.277594805118
32878,6516.277594805118
32879,6516.277594805118
32880,6516.277594805118
32881,6516.277594805118
32882,6515.196883317656
32883,6511.878942197725
32884,6511.878942197725
32885,6511.878942197725
32886,6506.916553619691
32887,6502.600994640062
32888,6502.600994640062
32889,6501.727348443754
