,0
0,34989.78711026917
1,34976.86817368563
2,34950.186232172106
3,34950.186232172106
4,34935.18695595659
5,34904.12558576869
6,34904.12558576869
7,34904.12558576869
8,34904.12558576869
9,34873.72511998978
10,34873.72511998978
11,34873.72511998978
12,34873.72511998978
13,34873.72511998978
14,34873.72511998978
15,34872.1905955243
16,34602.83928803097
17,34602.83928803097
18,34602.83928803097
19,34539.60160571868
20,34539.60160571868
21,34539.60160571868
22,34500.63125786026
23,34462.779910006764
24,34391.84660226804
25,34328.94226943639
26,34251.668722540504
27,34248.702110380036
28,34051.51459361524
29,34051.51459361524
30,34051.51459361524
31,34051.51459361524
32,34046.545958510615
33,34046.545958510615
34,33985.5282825271
35,33923.308494817706
36,33923.308494817706
37,33923.308494817706
38,33923.308494817706
39,33923.308494817706
40,33923.308494817706
41,33923.308494817706
42,33923.308494817706
43,33923.308494817706
44,33923.308494817706
45,33923.308494817706
46,33923.308494817706
47,33923.308494817706
48,33908.01077045912
49,33908.01077045912
50,33898.19122947871
51,33898.19122947871
52,33898.19122947871
53,33898.19122947871
54,33898.19122947871
55,33864.27218073968
56,33864.27218073968
57,33646.23507954007
58,33646.23507954007
59,33646.23507954007
60,33646.23507954007
61,33638.43179687366
62,33611.51271378726
63,33611.51271378726
64,33611.51271378726
65,33611.51271378726
66,33608.31898661939
67,33608.31898661939
68,33362.540640641164
69,33362.540640641164
70,33338.65853126635
71,33267.39908173671
72,33253.96811988439
73,33132.52330103617
74,33132.52330103617
75,33132.52330103617
76,33132.52330103617
77,33132.52330103617
78,33132.52330103617
79,33132.52330103617
80,33132.52330103617
81,33132.52330103617
82,33132.52330103617
83,33132.52330103617
84,33132.52330103617
85,33132.52330103617
86,33132.52330103617
87,33132.52330103617
88,33132.52330103617
89,33132.52330103617
90,33132.52330103617
91,33132.52330103617
92,33128.046802941855
93,33037.636450301645
94,33037.636450301645
95,33037.636450301645
96,33037.636450301645
97,33037.636450301645
98,33037.636450301645
99,33037.636450301645
100,33037.636450301645
101,33037.636450301645
102,33037.636450301645
103,33037.636450301645
104,33037.636450301645
105,33037.636450301645
106,33037.636450301645
107,33037.636450301645
108,33037.636450301645
109,33037.636450301645
110,33037.636450301645
111,33037.636450301645
112,33037.636450301645
113,32979.88255814124
114,32979.88255814124
115,32979.88255814124
116,32979.88255814124
117,32979.88255814124
118,32932.76558096842
119,32932.76558096842
120,32932.76558096842
121,32932.76558096842
122,32932.76558096842
123,32932.76558096842
124,32932.76558096842
125,32932.76558096842
126,32932.76558096842
127,32932.76558096842
128,32912.87693014689
129,32909.29188031922
130,32909.29188031922
131,32909.29188031922
132,32909.29188031922
133,32909.29188031922
134,32909.29188031922
135,32909.29188031922
136,32909.29188031922
137,32909.29188031922
138,32909.29188031922
139,32903.945371764305
140,32715.552244869003
141,32715.552244869003
142,32715.552244869003
143,32715.552244869003
144,32715.552244869003
145,32715.552244869003
146,32715.552244869003
147,32588.423141406798
148,32479.80766380551
149,32347.816373852846
150,32347.816373852846
151,32347.816373852846
152,32347.816373852846
153,32347.816373852846
154,32347.816373852846
155,32347.816373852846
156,32347.816373852846
157,32347.816373852846
158,32336.19706254155
159,32278.094840888334
160,32164.795606874584
161,32164.795606874584
162,32164.795606874584
163,32164.795606874584
164,32164.795606874584
165,32123.469464259364
166,32095.680312918495
167,32095.680312918495
168,32095.680312918495
169,32095.680312918495
170,32095.680312918495
171,32095.680312918495
172,32095.680312918495
173,32084.335989669016
174,32084.335989669016
175,32084.335989669016
176,32084.335989669016
177,32084.335989669016
178,32050.006014033923
179,31844.068268558367
180,31844.068268558367
181,31799.245074988332
182,31799.245074988332
183,31794.39683623752
184,31616.50493393792
185,31503.778353782756
186,31412.040201446416
187,31317.42865457243
188,31269.004344941066
189,31257.66283834839
190,31015.63022821388
191,31015.63022821388
192,31015.63022821388
193,31015.63022821388
194,31015.63022821388
195,31015.63022821388
196,31015.63022821388
197,31015.63022821388
198,31015.63022821388
199,31015.63022821388
200,31015.63022821388
201,31015.63022821388
202,31015.63022821388
203,31015.63022821388
204,31015.63022821388
205,31015.63022821388
206,31015.63022821388
207,31015.63022821388
208,31015.63022821388
209,31015.63022821388
210,31015.63022821388
211,31015.63022821388
212,31015.63022821388
213,31015.63022821388
214,31015.63022821388
215,31015.63022821388
216,31015.63022821388
217,31015.63022821388
218,31015.63022821388
219,31015.63022821388
220,31015.63022821388
221,31015.63022821388
222,31015.63022821388
223,31015.63022821388
224,31015.63022821388
225,31015.63022821388
226,31015.63022821388
227,31015.63022821388
228,31015.63022821388
229,31015.63022821388
230,31015.63022821388
231,31015.63022821388
232,31015.63022821388
233,31015.63022821388
234,31015.63022821388
235,31015.63022821388
236,31015.63022821388
237,31015.63022821388
238,31015.63022821388
239,31015.63022821388
240,31015.63022821388
241,31015.63022821388
242,31015.63022821388
243,31015.63022821388
244,31015.63022821388
245,31015.63022821388
246,31015.63022821388
247,31015.63022821388
248,31015.63022821388
249,31015.63022821388
250,31015.63022821388
251,31015.63022821388
252,31015.63022821388
253,31015.63022821388
254,31015.63022821388
255,31015.63022821388
256,31015.63022821388
257,31015.63022821388
258,31015.63022821388
259,31015.63022821388
260,31015.63022821388
261,31015.63022821388
262,31015.63022821388
263,31015.63022821388
264,31015.63022821388
265,31015.63022821388
266,31015.63022821388
267,31015.63022821388
268,31015.63022821388
269,31015.63022821388
270,31015.63022821388
271,31015.63022821388
272,31015.63022821388
273,31015.63022821388
274,31015.63022821388
275,31015.63022821388
276,31007.81457459542
277,30933.987907055038
278,30933.987907055038
279,30933.987907055038
280,30903.926314779743
281,30753.971727478667
282,30753.971727478667
283,30753.971727478667
284,30753.971727478667
285,30706.72013807324
286,30672.854957788993
287,30645.14207414345
288,30621.63879839036
289,30621.63879839036
290,30621.63879839036
291,30621.63879839036
292,30621.63879839036
293,30621.63879839036
294,30621.63879839036
295,30621.63879839036
296,30621.63879839036
297,30621.63879839036
298,30621.63879839036
299,30621.63879839036
300,30617.51199001581
301,30617.51199001581
302,30617.51199001581
303,30617.51199001581
304,30617.51199001581
305,30539.119130468112
306,30518.302458839396
307,30518.302458839396
308,30458.146766553684
309,30458.146766553684
310,30458.146766553684
311,30458.146766553684
312,30458.146766553684
313,30433.14229963862
314,30432.827875776027
315,30432.827875776027
316,30412.904226834493
317,30334.505090782775
318,30334.505090782775
319,30334.505090782775
320,30334.505090782775
321,30334.505090782775
322,30334.505090782775
323,30334.505090782775
324,30334.505090782775
325,30334.505090782775
326,30334.505090782775
327,30334.505090782775
328,30334.505090782775
329,30334.505090782775
330,30334.505090782775
331,30334.505090782775
332,30334.505090782775
333,30334.505090782775
334,30334.505090782775
335,30334.505090782775
336,30334.505090782775
337,30334.505090782775
338,30334.505090782775
339,30334.505090782775
340,30334.505090782775
341,30334.505090782775
342,30308.547044816267
343,30250.456293546562
344,30250.456293546562
345,30250.456293546562
346,30250.456293546562
347,30250.456293546562
348,30250.456293546562
349,30214.736243157953
350,30214.736243157953
351,30214.736243157953
352,30214.736243157953
353,30214.736243157953
354,30214.736243157953
355,30214.736243157953
356,30214.736243157953
357,30214.736243157953
358,30214.736243157953
359,30214.736243157953
360,30214.736243157953
361,30214.736243157953
362,30214.736243157953
363,30214.736243157953
364,30214.736243157953
365,30214.736243157953
366,30214.736243157953
367,30214.736243157953
368,30214.736243157953
369,30214.736243157953
370,30214.736243157953
371,30214.736243157953
372,30214.736243157953
373,30214.736243157953
374,30214.736243157953
375,30214.736243157953
376,30214.736243157953
377,30214.736243157953
378,30214.736243157953
379,30214.736243157953
380,30214.736243157953
381,30214.736243157953
382,30214.736243157953
383,30214.736243157953
384,30214.736243157953
385,30214.736243157953
386,30214.736243157953
387,30214.736243157953
388,30214.736243157953
389,30214.736243157953
390,30214.736243157953
391,30199.943025930977
392,30199.943025930977
393,30199.943025930977
394,30199.943025930977
395,30199.943025930977
396,30199.943025930977
397,30199.943025930977
398,30199.943025930977
399,30199.943025930977
400,30199.943025930977
401,30199.943025930977
402,30199.943025930977
403,30199.943025930977
404,30199.943025930977
405,30199.943025930977
406,30199.943025930977
407,30199.943025930977
408,30199.943025930977
409,30199.943025930977
410,30199.943025930977
411,30199.943025930977
412,30199.943025930977
413,30199.943025930977
414,30199.943025930977
415,30199.943025930977
416,30199.943025930977
417,30199.943025930977
418,30199.943025930977
419,30199.943025930977
420,30199.943025930977
421,30199.943025930977
422,30199.943025930977
423,30199.943025930977
424,30199.943025930977
425,30199.943025930977
426,30199.943025930977
427,30199.943025930977
428,30199.943025930977
429,30199.943025930977
430,30199.943025930977
431,30199.943025930977
432,30199.943025930977
433,30199.943025930977
434,30199.943025930977
435,30199.943025930977
436,30199.943025930977
437,30199.943025930977
438,30199.943025930977
439,30199.943025930977
440,30199.943025930977
441,30199.943025930977
442,30199.943025930977
443,30199.943025930977
444,30199.943025930977
445,30199.943025930977
446,30199.943025930977
447,30199.943025930977
448,30199.943025930977
449,30199.943025930977
450,30199.943025930977
451,30199.943025930977
452,30199.943025930977
453,30199.943025930977
454,30199.943025930977
455,30199.943025930977
456,30199.943025930977
457,30199.943025930977
458,30199.943025930977
459,30199.943025930977
460,30199.943025930977
461,30199.943025930977
462,30199.943025930977
463,30199.943025930977
464,30199.943025930977
465,30199.943025930977
466,30199.943025930977
467,30199.943025930977
468,30199.943025930977
469,30199.943025930977
470,30199.943025930977
471,30199.943025930977
472,30199.943025930977
473,30199.943025930977
474,30199.943025930977
475,30199.943025930977
476,30199.943025930977
477,30199.943025930977
478,30199.943025930977
479,30199.943025930977
480,30199.943025930977
481,30199.943025930977
482,30199.943025930977
483,30199.943025930977
484,30199.943025930977
485,30199.943025930977
486,30199.943025930977
487,30199.943025930977
488,30199.943025930977
489,30199.943025930977
490,30199.943025930977
491,30199.943025930977
492,30199.943025930977
493,30199.943025930977
494,30199.943025930977
495,30199.943025930977
496,30199.943025930977
497,30199.943025930977
498,30199.943025930977
499,30199.943025930977
500,30199.943025930977
501,30199.943025930977
502,30199.943025930977
503,30199.943025930977
504,30199.943025930977
505,30199.943025930977
506,30199.943025930977
507,30199.943025930977
508,30199.943025930977
509,30199.943025930977
510,30199.943025930977
511,30199.943025930977
512,30199.943025930977
513,30199.943025930977
514,30199.943025930977
515,30199.943025930977
516,30199.943025930977
517,30199.943025930977
518,30199.943025930977
519,30199.943025930977
520,30199.943025930977
521,30199.943025930977
522,30199.943025930977
523,30199.943025930977
524,30199.943025930977
525,30199.943025930977
526,30199.943025930977
527,30199.943025930977
528,30199.943025930977
529,30199.943025930977
530,30199.943025930977
531,30199.943025930977
532,30199.943025930977
533,30199.943025930977
534,30199.943025930977
535,30199.943025930977
536,30199.943025930977
537,30199.943025930977
538,30199.943025930977
539,30199.943025930977
540,30199.943025930977
541,30199.943025930977
542,30199.943025930977
543,30199.943025930977
544,30199.943025930977
545,30199.943025930977
546,30199.943025930977
547,30199.943025930977
548,30199.943025930977
549,30152.289728661235
550,30152.289728661235
551,29953.528650633158
552,29953.528650633158
553,29953.528650633158
554,29932.364163938353
555,29932.364163938353
556,29932.364163938353
557,29932.364163938353
558,29932.364163938353
559,29932.364163938353
560,29932.364163938353
561,29932.364163938353
562,29932.364163938353
563,29932.364163938353
564,29932.364163938353
565,29932.364163938353
566,29932.364163938353
567,29932.364163938353
568,29932.364163938353
569,29932.364163938353
570,29932.364163938353
571,29932.364163938353
572,29932.364163938353
573,29932.364163938353
574,29932.364163938353
575,29932.364163938353
576,29932.364163938353
577,29932.364163938353
578,29932.364163938353
579,29932.364163938353
580,29932.364163938353
581,29932.364163938353
582,29932.364163938353
583,29932.364163938353
584,29932.364163938353
585,29932.364163938353
586,29932.364163938353
587,29932.364163938353
588,29932.364163938353
589,29932.364163938353
590,29932.364163938353
591,29932.364163938353
592,29932.364163938353
593,29932.364163938353
594,29932.364163938353
595,29932.364163938353
596,29932.364163938353
597,29932.364163938353
598,29932.364163938353
599,29932.364163938353
600,29932.364163938353
601,29932.364163938353
602,29932.364163938353
603,29932.364163938353
604,29932.364163938353
605,29932.364163938353
606,29932.364163938353
607,29932.364163938353
608,29932.364163938353
609,29932.364163938353
610,29932.364163938353
611,29932.364163938353
612,29932.364163938353
613,29932.364163938353
614,29932.364163938353
615,29921.410538143882
616,29853.844724484763
617,29853.844724484763
