,Means
913,33936.40903561713
914,34043.97181931394
915,34036.16938550093
916,33954.1352123088
917,33966.98835127883
918,33829.43360522935
919,33863.35355946932
920,33704.43054189568
921,33779.19554535014
922,33794.921564111355
923,33799.159983143094
924,34117.55476128317
925,34113.384129377664
926,34091.073015424816
927,34080.5510672272
928,34112.18440244503
929,34209.473666746715
930,34206.679124436334
931,34010.93164598345
932,33944.156369835706
933,33944.156369835706
934,34008.60893654775
935,34033.3825031491
936,34140.76822282166
937,34152.61869221192
938,34160.36930960599
939,34197.087026460256
940,34201.29775612586
941,34172.625555432634
942,33932.512219437165
943,33962.818760211405
944,33984.242318378005
945,33996.97142880125
946,33903.463113861166
947,33903.525445397376
948,33659.58436023384
949,33656.37069130815
950,33681.202337122064
951,33757.821357875684
952,33780.593160835495
953,33768.70385740012
954,33858.69559201793
955,33850.8264882723
956,33873.69334867822
957,33900.713882979966
958,33820.973563417734
959,33718.02311788412
960,33608.40187397658
961,33456.291005461746
962,33342.56545610077
963,33086.00539063605
964,33084.482207670015
965,32851.03169740928
966,33018.41072209303
967,33026.4466536573
968,32949.05648796859
969,32946.82272594904
970,32852.4576711886
971,33080.58542125653
972,32973.473021614845
973,32940.07152713082
974,32908.82036279778
975,32908.82036279778
976,32946.55193509483
977,32949.52071878972
978,32907.22360600241
979,32976.84689685301
980,32978.33397021101
981,33077.04475775422
982,33070.917137427095
983,33002.815769710396
984,33109.65721255456
985,33162.50217489553
986,33155.216513879204
987,33194.3022862761
988,33306.33395643433
989,33300.64684887121
990,33303.565539822004
991,33280.935386595345
992,33348.418512262535
993,33404.23732710634
994,33376.300756928875
995,33253.980653984465
996,33240.5311521982
997,33159.49814930349
998,33228.96581832176
999,33220.14318991866
1000,33156.18795043336
1001,33108.99474276813
1002,33148.41869134952
1003,33193.98795143692
1004,33331.733393121875
1005,33292.20889480487
1006,33411.81806347195
1007,33376.02316736732
1008,33216.19305852639
1009,33175.92539950289
1010,33148.85635871273
1011,33244.335172885825
1012,33260.236910527616
1013,33345.3813851982
1014,33377.51835221231
1015,33362.82061046564
1016,33293.35436539352
1017,33149.617266608904
1018,33294.27669234625
1019,33356.955833272965
1020,33361.00403351235
1021,33225.928983301805
1022,33316.46073295112
1023,33426.790195907626
1024,33390.47893128688
1025,33370.73336986279
1026,33362.84552174069
1027,33239.92090219518
1028,33225.62911653986
1029,33140.12882716866
1030,33140.12882716866
1031,33020.03077203689
1032,32874.6414228152
1033,33182.85687829731
1034,33166.77662361952
1035,33179.22134807495
1036,33210.95080105743
1037,33147.95522745626
1038,33352.66910902319
1039,33328.17696299682
1040,33322.83762159923
1041,33188.56981961321
1042,33261.18275737039
1043,33266.79124791616
1044,33312.63555767428
1045,33317.17870668936
1046,33268.65549644362
1047,33225.276219926236
1048,33260.17416345737
1049,33436.16185612741
1050,33442.27698685579
1051,33578.675164371176
1052,33634.44988249321
1053,33687.45170904117
1054,33699.36206547686
1055,33709.622629861675
1056,33699.68398552168
1057,33783.791213346
1058,33769.397246431894
1059,33920.77384957709
1060,33862.26619215911
1061,33970.844671477564
1062,33962.60918669589
1063,33821.850661422155
1064,33875.8157720224
1065,33875.8157720224
1066,33824.39237646498
1067,33699.89539841862
1068,33689.45159273829
1069,33839.47312693785
1070,33827.4357433281
1071,33785.4539240339
1072,33897.155405647536
1073,33923.32474391466
1074,33925.60741799991
1075,33765.338065243675
1076,33781.847655591395
1077,33682.26672080442
1078,33638.100640353456
1079,33673.0588484684
1080,33746.97822313046
1081,33675.7954447861
1082,33573.6581413519
1083,33423.721536974925
1084,33489.58541053617
1085,33459.06867806256
1086,33397.72333435776
1087,33524.559854691324
1088,33549.090621429845
1089,33689.551741796706
1090,33731.54338790042
1091,33710.52186602322
1092,33806.360283787435
1093,33766.89625309731
1094,33818.81696092121
1095,33828.81067554281
1096,33631.18003612633
1097,33833.02887836778
1098,33834.144346841
1099,33713.41500838259
1100,33847.86559402987
1101,33832.472733463845
1102,33712.73046911788
1103,33707.439130401384
1104,33393.845930779295
1105,33616.783597817
1106,33550.00386728438
1107,33502.57549787625
1108,33231.176976693125
1109,33078.026322855774
1110,33145.23346056888
1111,33202.283748704576
1112,33309.79253396651
1113,33232.81666706469
1114,33396.22701657985
1115,33383.29511977028
1116,33356.74337907627
1117,33347.53451353844
1118,33305.530668840525
1119,33466.50149115081
1120,33471.15695211162
1121,33347.24691570888
1122,33347.24691570888
1123,33364.881532764324
1124,33403.0392827893
1125,33447.126551250825
1126,33474.077482195105
1127,33394.23861247193
1128,33435.30623762254
1129,33468.44173062523
1130,33342.63356933377
1131,33380.66087638065
1132,33147.14811036629
1133,33123.17419718275
1134,32939.321247256856
1135,33243.846755722676
1136,33254.72689422828
1137,33235.83877016087
1138,33270.349239942916
1139,33347.127674448304
1140,33175.11474116689
1141,33200.207626357005
1142,33119.92300037402
1143,33149.60033011362
1144,33099.349122329986
1145,33102.58801089431
1146,32968.44884939751
1147,33122.03041408933
1148,33208.50304986297
1149,33067.7563604956
1150,33138.771987537526
1151,33038.73040458163
1152,33146.8955846298
1153,33177.850206562245
1154,33280.170128243415
1155,33344.62812877165
1156,33315.2923242501
1157,33121.870952857644
1158,33319.845550030994
1159,33361.586596211884
1160,33307.157344443236
1161,33339.57675884753
1162,33194.964879477986
1163,33318.82593738834
1164,33246.0605389386
1165,33290.09974817426
1166,33241.59720635379
1167,33601.94699054127
1168,33586.521019725726
1169,33410.63008907039
1170,33366.42686582651
1171,33368.57283334447
1172,33335.096383343924
1173,33367.883584792995
1174,33413.943924039595
1175,33392.40743805206
1176,33547.18242499705
1177,33532.258848520454
1178,33376.494274839584
1179,33376.494274839584
1180,33482.00691768286
1181,33279.62957318681
1182,33279.62957318681
1183,33337.88993215388
1184,33335.795028851084
1185,33243.767596962534
1186,33295.23194955001
1187,33351.75603192803
1188,33337.376373008534
1189,33485.33869270659
1190,33683.71271282203
1191,33684.157443704345
1192,33554.32726985462
1193,33582.2456830014
1194,33497.03181122092
1195,33618.49095831424
1196,33687.35979888238
1197,33568.17222771814
1198,33574.421283851036
1199,33573.5986883729
1200,33432.91694278763
1201,33432.91694278763
1202,33509.61803198542
1203,33421.12447517358
1204,33405.06885797841
1205,33359.928754645625
1206,33389.39067004173
1207,33478.77175831372
1208,33510.47403157409
1209,33480.23077989662
1210,33627.010074610705
1211,33615.903212114805
1212,33616.11528285865
1213,33541.250876995065
1214,33600.4463498654
1215,33587.65078182588
1216,33632.58169954266
1217,33848.291873727416
1218,33846.09256072379
1219,33854.5131675886
1220,33832.047572997646
1221,34006.74403016259
1222,33826.83072558981
1223,33868.63640531346
1224,33514.17819503585
1225,33573.7235959041
1226,33554.71719392929
1227,33500.27343536753
1228,33503.953920396714
1229,33486.19874137463
1230,33522.84728560291
1231,33647.0267953844
1232,33641.25480604036
1233,33505.85957772598
1234,33537.97593229645
1235,33452.4629484512
1236,33452.4629484512
1237,33466.36144222162
1238,33578.76631650813
1239,33422.78696683938
1240,33427.82842137822
1241,33425.29510334304
1242,33264.71762690747
1243,33331.31351259829
1244,33318.32533806178
1245,33306.34775656636
1246,33557.539565245475
1247,33458.76052149974
1248,33458.452468601565
1249,33462.9277724551
1250,33430.608329449184
1251,33624.562537649595
1252,33607.87539165613
1253,33519.88108093159
1254,33641.4216079668
1255,33716.091535909
1256,33582.26659788751
1257,33698.73820947517
1258,33688.841938688915
1259,33683.84944068174
1260,33550.903909057786
1261,33823.86705875448
1262,33855.990132813226
1263,33727.96011968066
1264,33824.38379513845
1265,33834.91403850197
1266,33620.008797432405
1267,33871.494441581206
1268,33882.83966931699
1269,33879.98700751528
1270,33855.147253518735
1271,33846.56330655507
1272,34058.54848548977
1273,34073.14493985228
1274,34071.874505062784
1275,33999.302599578186
1276,34304.98861698004
1277,34325.267631099356
1278,34311.15951243443
1279,34343.025793888984
1280,34352.55060491863
1281,34227.8750404313
1282,34308.32511686608
1283,34380.74605634773
1284,34452.16414224847
1285,34507.874044057506
1286,34476.935822770756
1287,34442.21960583784
1288,34717.07005661437
1289,34705.4306059926
1290,34455.56758380081
1291,34627.976920574016
1292,34748.85126559321
1293,34749.10184134974
1294,34543.52791139078
1295,34601.144815292544
1296,34659.37708560584
1297,34639.98630591491
1298,34621.440309392376
1299,34736.7397798413
1300,34739.745760096004
1301,34694.28243842842
1302,34825.98395130264
1303,34822.941614605064
1304,34597.08722589868
1305,34869.16217443849
1306,34873.07867982959
1307,34949.8828388314
1308,35000.99156559234
1309,35002.32234436483
1310,34965.96288334211
1311,35024.52807821358
1312,35322.85694502984
1313,35320.34758420555
1314,35218.132269814174
1315,35231.88140008949
1316,35215.196255370654
1317,35233.082432053365
1318,35233.082432053365
1319,35461.77283904156
1320,35462.06297246166
1321,35392.07623942556
1322,35405.23092126468
1323,35337.53578848942
1324,35434.49124263745
1325,35429.03343817759
1326,35272.881674175325
1327,35265.083834328485
1328,35082.984451214565
1329,35228.09826736795
1330,35153.9853269877
1331,35122.31871883061
1332,35161.068527023635
1333,35149.62112300945
1334,35148.88447609903
1335,35152.391714413076
1336,34832.75014100019
1337,35120.11342964736
1338,35120.29407156345
1339,35117.79516879468
1340,35152.837303242595
1341,35158.79818279721
1342,35193.06216254796
1343,34978.11750560296
1344,34978.11750560296
1345,35205.340408173884
1346,35204.27785914106
1347,34986.055576004655
1348,34986.055576004655
1349,34986.055576004655
1350,35032.97427666192
1351,34871.81253561047
1352,34980.37203588184
1353,34879.46656063125
1354,34854.91229607051
1355,34628.850567221874
1356,34856.23351161592
1357,34870.43059955814
1358,34732.79463012052
1359,34873.523250848026
1360,34877.28509653245
1361,34900.70356505168
1362,34895.72846520407
