,Means
289,35018.044520321884
290,35091.06155669379
291,35091.265555952894
292,34866.949941566956
293,34960.299194365514
294,34898.37179798395
295,34840.42049128958
296,35198.379032159246
297,35183.870069408586
298,34863.25767077271
299,35080.13475967602
300,35030.372715926314
301,35056.06202863658
302,35049.26054392893
303,35050.607508836816
304,34634.87897665654
305,34800.15672364553
306,34589.96246587453
307,34865.7313275075
308,34867.50697989233
309,34519.191479308574
310,34519.191479308574
311,34730.70867931572
312,34726.83499282696
313,34439.2622962567
314,34819.383834810724
315,34818.224608002965
316,34672.55215322052
317,34685.02004626183
318,34541.4933088383
319,34668.22669571327
320,34354.95780049579
321,34382.840946676704
322,34155.11781094665
323,34404.878657976384
324,34396.99671533152
325,34041.00667908353
326,34125.96414547186
327,33866.050857744944
328,34078.47002332916
329,34050.34981483849
330,34002.78580807731
331,34036.634169173536
332,33971.98691131599
333,34237.95866526817
334,34240.36897023613
335,34215.06306861252
336,34268.43261186019
337,34386.208345498424
338,34402.47580117101
339,34277.14934161508
340,34355.579993336614
341,34316.0618501015
342,34145.61537061699
343,34242.79145004625
344,34082.89030316821
345,34088.240097715054
346,34038.52456371774
347,34102.54505742723
348,34202.107628210666
349,34153.61716714705
350,34350.661418499665
351,34346.84508909471
352,34095.82138885376
353,34226.53337500764
354,34177.60330405558
355,34208.125391058915
356,34227.97877995467
357,34137.572350625764
358,34223.71360126094
359,34193.8351033863
360,34251.6577013239
361,34250.46497957554
362,34283.77851528136
363,34285.27667149661
364,34211.09625215384
365,34254.360277488915
366,34033.094972558516
367,34160.923983481654
368,33878.03146750602
369,33878.03146750602
370,33983.11851983986
371,33819.69552952755
372,33982.0102850276
373,33950.94647673495
374,33954.93930941009
375,33999.84966202004
376,34034.69565423899
377,33817.724026696276
378,33817.724026696276
379,34106.805705268824
380,33959.0739605836
381,33963.21707834954
382,33766.979157640046
383,33722.49689368719
384,33752.847022631
385,33684.952074708504
386,33754.41797399806
387,33850.08315144125
388,33780.79064550039
389,33813.02760882678
390,33791.060111797706
391,33697.5530252766
392,33719.91774622707
393,33660.14473959162
394,33652.21724943115
395,33633.623077163764
396,33662.10200246448
397,33646.650887713135
398,33816.94635092947
399,33703.40104085056
400,33702.49399830984
401,33376.99132255318
402,33467.657521657675
403,33463.483154068126
404,33455.84407470855
405,33584.448204212735
406,33664.21957350751
407,33777.79953781796
408,33668.27185168392
409,33640.78990078266
410,33590.805045710906
411,33590.87571349146
412,33459.22850336108
413,33709.21667523971
414,33530.713134912774
415,33546.776886748135
416,33574.82895610493
417,33549.04723126505
418,33569.69567019249
419,33499.54104229038
420,33410.78393620852
421,33410.78393620852
422,33582.44070630159
423,33678.46725688937
424,33696.85789522595
425,33630.605291325
426,33684.599924870825
427,33704.03342699732
428,33612.96590571539
429,33744.92789993497
430,33900.22583165443
431,33940.81577905927
432,33987.86220478117
433,33963.45075577026
434,33989.99557409798
435,33965.270111375496
436,33875.25416721092
437,33886.62723169518
438,33748.6725107265
439,33830.95962828561
440,33612.48938688521
441,33579.988788192255
442,33498.72051934258
443,33478.87933647138
444,33469.307923786786
445,33215.95960431316
446,33502.72705577541
447,33503.51648393153
448,33286.19695234996
449,33509.04625872055
450,33606.74489069169
451,33676.908629752375
452,33668.22346531482
453,33724.46096460143
454,33753.246398301315
455,33902.44817089123
456,33890.17668914627
457,33702.49393974157
458,33905.475286244626
459,33895.38541615212
460,33791.20188111645
461,33843.16884153364
462,33812.83743220534
463,33699.388950441295
464,33725.03653551126
465,33391.451211562235
466,33714.5279873178
467,33710.77735470419
468,33558.56321711475
469,33857.337336003206
470,33872.69296973324
471,33865.0322657802
472,33862.59259105153
473,33922.74144132488
474,33912.607679156325
475,33825.75231952211
476,33791.78228130563
477,33590.79714659408
478,33849.66185478971
479,33849.57949780379
480,33838.596870202135
481,33860.76942573827
482,33825.073047883714
483,33897.66910224121
484,34138.262180726255
485,34136.88850878479
486,33974.38223589417
487,34004.97501898186
488,33860.83058139653
489,33972.2077726446
490,33968.729999459
491,33923.166808726804
492,33976.8057648082
493,33915.62689712245
494,33869.66176925547
495,33899.94780229644
496,33509.06871919081
497,33522.46466450566
498,33362.93361618382
499,33359.67379434897
500,33236.47534058226
501,33236.52181397012
502,33191.19630266568
503,33247.90770343756
504,33570.99892741759
505,33563.21665049138
506,33610.40837712585
507,33604.740753716185
508,33457.40915334701
509,33452.59850296989
510,33373.486608711566
511,33387.80758017179
512,33091.35569015394
513,33149.81051848705
514,33009.129207990496
515,33046.227564303466
516,33005.56205471358
517,33070.35124424575
518,32984.84132805973
519,32911.85247372668
520,32764.1295381257
521,32747.4351592518
522,32692.500793165076
523,32520.72077812726
524,32500.26357454458
525,32238.811636393355
526,32342.709838200786
527,32338.70358174031
528,32143.67717955948
529,32483.020949540554
530,32464.382767146693
531,32404.345859642774
532,32392.88288898503
533,32363.907701987904
534,32363.907701987904
535,32576.120972223503
536,32460.92528202614
537,32506.217144709088
538,32563.49897601917
539,32453.86797238665
540,32497.400950818606
541,32479.570191014387
542,32422.67054284679
543,32503.709733471915
544,32528.69477859186
545,32481.829826455312
546,32740.5433160916
547,32740.26167805838
548,32659.158612338822
549,32744.548171610903
550,32743.602875409484
551,32429.720145170744
552,32769.37019483941
553,32730.058752591838
554,32757.103526698666
555,32615.421624197654
556,32908.5128622076
557,32901.92585391823
558,32886.60217586403
559,32906.921373797
560,32909.78791587612
561,32891.565434186836
562,33006.81956252409
563,33001.27210247094
564,32726.12890985631
565,32737.632800362513
566,32740.539246049455
567,32754.45932211151
568,32966.37290662837
569,33028.420890198526
570,33006.511122316035
571,32886.55927996066
572,32886.55927996066
573,32891.072556621635
574,32963.125300220156
575,32974.93531399867
576,33041.72256084968
577,33026.41373832552
578,33323.283526931686
579,33320.28779956181
580,33331.25383620928
581,33262.443686839004
582,33358.641393302394
583,33373.442274525034
584,33280.827993983454
585,33355.93084803205
586,33339.54362424296
587,33020.65807756918
588,32929.826402641644
589,32859.789840802216
590,32866.29763899004
591,32691.213156306818
592,32691.213156306818
593,32699.17694258464
594,32547.300081671376
595,32517.05447341996
596,32555.88176595099
597,32587.768510467573
598,32515.568395423445
599,32558.74151779682
600,32560.879109143043
601,32478.78197518781
602,32483.755798093116
603,32359.168079463096
604,32433.141586061913
605,32425.679553408474
606,32433.165594827053
607,32434.65045188758
608,32635.277334953294
609,32641.18761730538
610,32760.457286127057
611,32766.811911593693
612,32813.156152556505
613,32815.43614285991
614,32596.023458295254
615,32907.12341652799
616,32907.14932743571
617,32857.705030631856
618,32999.28551797326
619,32974.456078158735
620,33163.01061589265
621,33152.39995805023
622,33274.60901208782
623,33280.362726801926
624,33231.38796983995
625,33235.28749800147
626,33268.563284671516
627,33384.92261868167
628,33472.57084760728
629,33430.3002555595
630,33339.45643086465
631,33491.94481415131
632,33472.69905782723
633,33467.39509872947
634,33454.61669114218
635,33476.52987747222
636,33243.959945971255
637,33301.06864069642
638,33292.459155266995
639,33438.30171534806
640,33423.974086492846
641,33379.66584497868
642,33324.7061272186
643,33395.47815984544
644,33477.632066373786
645,33477.94038171525
646,33500.931023937286
647,33499.99008242336
648,33570.9633076497
649,33477.14638193222
650,33550.26082653635
651,33644.08314660695
652,33673.33868891452
653,33547.009458622066
654,33656.974326632815
655,33611.613029263746
656,33708.23850147908
657,33722.74163242147
658,33757.681438434636
659,33719.046608780765
660,33883.97597407554
661,33897.23629223343
662,33788.288548950324
663,33806.04896988017
664,33535.0646513657
665,33528.5876841054
666,33310.66281065198
667,33528.59533373822
668,33498.81966201731
669,33554.28467524169
670,33592.26704410244
671,33600.85637874194
672,33550.2991283514
673,33429.85361481803
674,33580.521788192054
675,33661.336508543216
676,33720.633313747894
677,33638.925576774534
678,33810.94998199995
679,33764.17624003081
680,33722.755538771875
681,33704.46876456746
682,33784.09608837274
683,33478.9862594329
684,33730.01114862198
685,33700.1550616911
686,33726.55624858088
687,33774.3203088391
688,33685.13746001682
689,33523.466939592574
690,33598.97712584882
691,33569.95548761565
692,33598.89945362148
693,33584.69774435608
694,33610.832906476826
695,33624.39070427812
696,33735.115423152834
697,33726.94750225976
698,33514.32448794695
699,33539.95058884885
700,33453.78795193469
701,33339.84661478841
702,33215.91385770167
703,33238.756320245455
704,33203.59125806452
705,33193.41747792287
706,33264.12912223071
707,33295.29684616566
708,33344.83921977116
709,33322.2413813844
710,33380.846200916436
711,33259.58858152444
712,33577.09581331877
713,33585.66678189523
714,33526.53103464983
715,33562.57408080988
716,33621.101475409036
717,33563.76471419682
718,33565.38874927102
719,33580.1990944773
720,33621.290423089515
721,33397.7635585013
722,33480.676354971656
723,33315.16295525756
724,33486.20905001916
725,33483.82125069473
726,33398.55412720862
727,33402.71892781647
728,33381.16712546571
729,33334.62024838965
730,33422.87876274307
731,33465.21700925962
732,33453.287913225184
733,33458.51373794992
734,33457.982053944026
735,33425.05416426039
736,33662.517615299876
737,33662.09525429328
738,33550.72823278248
739,33587.57602587179
740,33321.71745583067
741,33563.357562099176
742,33497.12139323317
743,33412.912576973926
744,33615.8097793949
745,33621.665479872754
746,33624.45726160069
747,33593.69896398564
748,33566.69630351583
749,33644.782574591685
750,33615.772617287475
751,33598.95744207341
752,33650.20728948211
753,33607.54494575384
754,33645.34199510076
755,33729.916569543624
756,33623.76887541871
757,33724.700549013854
758,33795.094638069786
759,33791.93636448434
760,33533.005880086435
761,33537.7971677557
762,33294.05902580425
763,33294.05902580425
764,33029.246863954395
765,33214.1517988386
766,33241.27463293428
767,33232.49823223775
768,33201.19516381576
769,33212.36730016506
770,32921.81901462668
771,32979.1880434789
772,32887.83564705997
773,32967.53910393508
774,33180.86767530328
775,33153.384393820816
776,33058.35719866214
777,32997.18575610996
778,32845.09537433319
779,33044.66335373931
780,32920.64646201116
781,32922.35746604137
782,32837.38114194663
783,32930.14973905383
784,33179.59803735523
785,33111.555757507354
786,33227.22537298492
787,33177.01877306209
788,33144.03190481469
789,33314.96892858925
790,33426.150752255184
791,33408.89683674964
792,33289.15581585282
793,33393.46914069558
794,33367.65128170838
795,33281.15528635966
796,33235.926774731575
797,33140.15279820153
798,33215.3019894739
799,33151.34858790309
800,33151.34858790309
801,33118.494784528884
802,33141.32805510798
803,33130.050474453215
804,33114.86383626728
805,33116.71079735292
806,33248.82122838477
807,33252.3157596471
808,33164.22450594453
809,33255.7302242935
810,33350.43349923411
811,33362.89042135361
812,33350.20344176874
813,33440.928168235405
814,33510.62811963215
815,33513.41175014744
816,33512.23327787257
817,33302.29160203054
818,33625.39413440305
819,33650.680948419205
820,33678.40318827818
821,33636.719414028616
822,33656.74764426377
823,33824.51456546242
824,33882.6428589609
825,33733.429607534905
826,33672.53102404527
827,33726.39224411709
828,33687.295136291534
829,33691.7082453599
830,33532.03502521442
831,33637.53211898942
832,33810.31667522457
833,33715.16528062221
834,33716.0157088759
835,33645.944567286955
836,33667.43052872087
837,33559.741736683485
838,33655.42814750134
839,33819.94601818621
840,33845.73710362923
841,33840.99106956944
842,33777.91577008721
843,33844.796991197625
844,34061.27162098041
845,34023.938067736235
846,34057.722005790856
847,33883.48808320353
848,33856.29674229532
849,33658.11213791248
850,33929.31145512822
851,33924.887118215694
852,33680.04146009896
853,33682.68152272301
854,33538.078336058636
855,33538.078336058636
856,33609.266321489806
857,33331.800100050335
858,33386.91170697399
859,33300.28493636478
860,33320.77407558331
861,33301.8681682867
862,33103.285742071836
863,33082.14040561421
864,32764.711441247597
865,33008.0329385604
866,32982.03602432438
867,32933.85606034864
868,32964.826940152736
869,32780.10222278554
870,32886.128886710976
871,32811.41720496671
872,32855.50266456223
873,32822.78786758349
874,32795.890597692734
875,32803.81854044965
876,32604.0944321543
877,32848.86824632056
878,32836.21585116019
879,32826.5222149907
880,32745.97657289927
881,32735.64989130707
882,32670.811392333977
883,32966.008925354865
884,32963.81837553116
885,32621.62355889698
886,32580.076206298152
887,32473.680982960977
888,32431.872061405375
889,32487.35962911341
890,32496.002651018207
891,32688.197259389344
892,32670.400159060056
893,32687.54809318237
894,32718.784809388166
895,32719.587483112962
896,32714.94521216883
897,32743.96524753599
898,32647.401379919196
899,32522.68123670265
900,32620.003531589035
901,32630.12593074802
902,32485.227576724566
903,32509.387628076234
904,32462.973719957936
905,32501.97498473605
906,32616.430559759694
907,32729.546699609615
908,32837.29407817623
909,32854.012220931196
910,32878.99412530172
911,32619.714128937863
912,32633.047248721363
913,32474.384784122227
914,32488.562469034663
915,32416.666576445878
916,32351.605269538406
917,32422.740817681293
918,32449.60690370988
919,32546.889574102144
920,32485.6163114831
921,32408.086322651852
922,32600.44648187768
923,32552.492521865162
924,32622.46871044475
925,32655.589792558654
926,32667.54011513609
927,32671.90313418552
928,32675.366552818243
929,32697.551932634713
930,32787.70131329992
931,32793.09393045722
932,32695.95285438338
933,32915.6220092707
934,32922.113058664196
935,32999.14648936113
936,32993.23964439884
937,32812.200513696014
938,32830.86709423018
939,32835.988799922714
940,32834.47854887985
941,32958.30431681736
942,32898.41410756874
943,32985.34455010478
944,32927.747494777956
945,32973.60000517045
946,32854.1965778575
947,33081.96604415751
948,33085.15367194972
949,33047.290323106994
950,33060.03695654626
951,33060.03695654626
952,33031.60504751264
953,32977.147862054815
954,33037.1641149042
955,33114.375263667025
956,33135.73609658087
957,32763.574299558004
958,33129.322762780925
959,33121.08963904936
960,32987.24258283705
961,33088.15237508586
962,33099.9073112418
963,32825.961496171076
964,32943.80296442723
965,32832.93590596408
966,32820.19122258799
967,32734.322298049985
968,32732.5690412604
969,32785.840463356224
970,32739.79401576364
971,32693.70990668133
972,32693.70990668133
973,32904.34385834468
974,32904.34385834468
975,32864.26307439528
976,32903.0087716946
977,32835.82550276269
978,33126.57090030877
979,33068.94952391895
980,33085.88757911719
981,33084.20832465401
982,33144.14117599063
983,33136.26374498699
984,33031.025937093524
985,33031.025937093524
986,33014.30732606365
987,33055.57111097624
988,33019.532411602864
989,33051.05810578056
990,32996.222093036275
991,33051.414104440206
992,33217.449517823865
993,33217.449517823865
994,33194.38285845246
995,32963.9340298368
996,33066.73024953446
997,32970.689525304755
998,32949.56249424316
999,32770.47823169691
1000,32762.16228234845
1001,32606.727765973013
1002,32606.727765973013
1003,32804.741876574
1004,32954.96508361302
1005,32958.879725907755
1006,32856.83268322665
1007,32784.831303863364
1008,32771.34166030283
1009,32680.672880687882
1010,32781.49148282422
1011,32727.5660561361
1012,32805.94445079189
1013,32742.17310333081
1014,32800.100033437004
1015,32740.76115439112
1016,32674.84508821968
1017,32512.687614652998
1018,32405.294180688037
1019,32386.076433286984
1020,32363.35375762084
1021,32289.623648934263
1022,32274.9748300112
1023,32094.730326398912
1024,32288.121861517793
1025,32338.481923895688
1026,32234.370677379527
1027,32274.605768306938
1028,32134.42944195668
1029,32450.69946976107
1030,32451.748922536466
1031,32235.527803867702
1032,32462.629188146835
1033,32510.168677973197
1034,32483.01209012369
1035,32361.858513412924
1036,32349.668454717175
1037,32314.02400861821
1038,32396.513238017647
1039,32404.204672206113
1040,32430.470857079607
1041,32443.30030240557
1042,32528.024228122595
1043,32627.701896712417
1044,32745.42700545655
1045,32752.933258459332
1046,32827.998170436535
1047,32787.3165146195
1048,33054.00666252142
1049,33040.41920947813
1050,33045.89438068468
1051,33040.80572309674
1052,32992.597946551374
1053,33070.0296535626
1054,33090.41498513871
1055,32973.423458295525
1056,33103.500388634755
1057,33103.68301364755
1058,32898.44424441783
1059,33175.05991508379
1060,33223.49264675685
1061,33215.98730847797
1062,33131.472770826935
1063,33137.89789093511
1064,33164.918090596824
1065,33133.605339932976
1066,33162.63483260759
1067,33136.74139577712
1068,33161.26932396989
1069,33186.95384645484
1070,33153.340960184825
1071,33174.659782281946
1072,33108.69039193795
1073,33053.0428566738
1074,33022.545677220565
1075,32924.07213134768
1076,32973.145307058
1077,32967.61987972989
1078,32971.225400847485
1079,32774.94073037237
1080,32956.64219730065
1081,32898.58017253312
1082,32837.11258936379
1083,32913.97074281548
1084,32753.650503138408
1085,32873.7347610133
1086,32736.409174990033
1087,32768.48364241251
1088,32826.940580784816
1089,32831.75729999387
1090,32786.55355239642
1091,32772.2867073169
1092,32842.14592897903
1093,32838.68739987217
1094,32958.83918434989
1095,33046.26670416647
1096,33042.7440160586
1097,32702.992693464374
1098,32685.682819557027
1099,32376.358634866097
1100,32398.65825935427
1101,32411.290829421694
1102,32420.24057578136
1103,32378.635188851113
1104,32377.934233956137
1105,32378.70790573758
1106,32197.242116981484
1107,32196.167045250524
1108,32051.416552825212
1109,32152.050559036434
1110,32012.09314642273
1111,32063.19673083672
1112,32087.2936104407
1113,32108.736050313833
1114,32235.596065188853
1115,32234.305954209747
1116,32190.056943816613
1117,32324.74159793314
1118,32333.021221126954
1119,32339.29083304756
1120,32290.715279330063
1121,32340.49083436014
1122,32328.874507428314
1123,32099.136953903544
1124,32254.455087411574
1125,32259.072143646325
1126,32203.182587035626
1127,32287.29223288339
1128,32285.998597513524
1129,31961.013140694165
1130,31878.560205191097
1131,31792.59824779484
1132,31792.59824779484
1133,31942.175745320972
1134,32076.283757695688
1135,32066.9104550505
1136,32018.713409675696
1137,31992.04512418498
1138,31985.520257162287
1139,31851.88326488831
1140,32054.20620320506
1141,32013.534064529176
1142,31960.494591287756
1143,32100.76572303255
1144,32089.959125700087
1145,32131.40820257472
1146,32130.70402140384
1147,32140.13784404055
1148,32220.38360093741
1149,32243.509165276377
1150,32214.788190929983
1151,32281.621912032606
1152,32256.047004770957
1153,32188.64851892994
1154,32188.64851892994
1155,32211.658931807164
1156,32101.948413921615
1157,32096.44591276433
1158,32051.56739691596
1159,32170.200140627632
1160,32162.64193798002
1161,32427.02993946683
1162,32437.067629771664
1163,32054.179323695345
1164,32335.375942761828
1165,32298.42196394539
1166,32304.75714135711
1167,32299.45557311235
1168,32193.74505765242
1169,32274.724148481113
1170,32241.848367502946
1171,32229.31101587784
1172,32236.868517144496
1173,32033.920121766132
1174,32022.118838224116
1175,31855.77462380354
1176,32066.757113286516
1177,32072.705071624678
1178,31934.234120429053
1179,31931.16195424324
1180,31816.69291196627
1181,31879.71312957006
1182,32051.054462971166
1183,32025.05293160113
1184,31956.725337421416
1185,31717.147031099805
1186,31621.5257681341
1187,31391.086784075607
1188,31609.384623625425
1189,31580.43620574654
1190,31613.581543970893
1191,31632.7709642834
1192,31420.269339648043
1193,31649.457715978737
1194,31615.09246771018
1195,31731.240570546477
1196,31770.94579375247
1197,31772.808878782747
1198,31751.632332679677
1199,31812.62420794826
1200,31719.209335218417
1201,31911.92096270462
1202,31893.0255669902
1203,31721.85865335859
1204,31818.94985904304
1205,31792.37746350257
1206,31817.98607310122
1207,31959.18073126877
1208,32148.85998093658
1209,32142.68465620363
1210,32142.68465620363
1211,31856.902000157996
1212,31822.719526063116
1213,31810.616611567188
1214,31861.683463510763
1215,32065.04238634088
1216,32022.639322670802
1217,32027.18568494357
1218,32028.848842328924
1219,31967.10142530441
1220,32019.055263467264
1221,32270.04056521649
1222,32314.007685783472
1223,32315.061811155538
1224,32206.306015909533
1225,32206.306015909533
1226,32217.817709758558
1227,32242.354241338726
1228,32199.25420610266
1229,32308.91203114316
1230,32311.740326217274
1231,32311.740326217274
1232,32267.419043941038
1233,32155.833700644085
1234,32155.833700644085
1235,32213.46407125178
1236,32107.566404157933
1237,32236.773403271152
1238,32289.23705272269
1239,32090.731000279353
1240,32385.808451291574
1241,32379.569513524348
1242,32391.41719340915
1243,32257.422048376022
1244,32334.980866251113
1245,32173.228377834435
1246,32360.12429146222
1247,32289.531559118244
1248,32359.875070578088
1249,32339.545355856306
1250,32356.238412255414
1251,32377.04338700352
1252,32377.04338700352
1253,32576.02402337135
1254,32588.739495007707
1255,32612.97788828431
1256,32584.9400227983
1257,32584.9400227983
1258,32470.2186220628
1259,32468.60203994232
1260,32459.76621910696
1261,32473.69568006238
1262,32522.533712829136
1263,32550.30091057093
1264,32530.291886575666
1265,32427.404917507112
1266,32560.659123274716
1267,32567.43928998338
1268,32560.70757320338
1269,32657.35668697171
1270,32720.75314542319
1271,32721.116236251302
1272,32722.143979082415
1273,32727.924786368367
1274,32896.01741233426
1275,32873.772946245736
1276,32694.765397140858
1277,32892.0023420294
1278,32900.414857904776
1279,32900.414857904776
1280,32757.36806989024
1281,32681.395059145056
1282,32538.949579738135
1283,32474.390641444872
1284,32226.942343683477
1285,32226.942343683477
1286,32464.45397476109
1287,32489.790416417716
1288,32396.983708328746
1289,32476.41386695784
1290,32698.77691193077
1291,32669.09746833314
1292,32698.019045509012
1293,32674.64381219301
1294,32751.28937024535
1295,32787.78199686392
1296,32775.59333013053
1297,32775.59333013053
1298,32809.81287860734
1299,32809.81287860734
1300,32793.54090202479
1301,32517.824951048908
1302,32758.257954167173
1303,32791.00201098554
1304,32523.93698346013
1305,32741.779935399023
1306,32703.705220356824
1307,32668.132636177237
1308,32682.384094043227
1309,32617.016117139894
1310,32789.70585142065
1311,32814.22970072199
1312,32658.101755587304
1313,32812.87823675027
1314,32793.05116260322
1315,32849.48423081763
1316,32918.02856302388
1317,32993.47667070494
1318,32952.31896988772
1319,32743.005530066897
1320,32952.3125150104
1321,32887.676075162846
1322,32845.61356991585
1323,32777.62406631591
1324,32665.550938090106
1325,32679.154802123994
1326,32549.98515660955
1327,32557.852732408595
1328,32604.567341663766
1329,32629.561961445754
1330,32568.536899742478
1331,32638.60950633081
1332,32619.64850148401
1333,32673.560234251436
1334,32630.74437778094
1335,32670.75756387294
1336,32634.427474881733
1337,32634.427474881733
1338,32828.87219513079
1339,32833.64249451469
1340,32580.989193049667
1341,32774.75153794236
1342,32768.848540841864
1343,32698.205594431776
1344,32687.85074438391
1345,32630.602146168323
1346,32612.73013787252
1347,32667.117733735347
1348,32495.571838696294
1349,32640.664081085397
1350,32650.729581150124
1351,32652.932254838244
1352,32453.070106317064
1353,32453.070106317064
1354,32709.23011693158
1355,32720.296210983433
1356,32720.306321207347
1357,32522.30723353521
1358,32628.84582943331
1359,32657.65912745682
1360,32627.817254180856
1361,32524.01806679564
1362,32408.653567810034
